country_code,year,protest_count,conflict_count,repression_count,avg_goldstein,avg_tone,total_events
AFG,1990,0.0,6.5,7.53,-8.52,-2.94,0.0
AFG,1991,0.0,5.62,7.85,-8.62,-2.97,0.0
AFG,1992,0.0,9.45,7.93,-8.56,-6.33,0.0
AFG,1993,0.0,7.11,7.79,-8.42,-5.97,0.0
AFG,1994,0.0,7.11,7.79,-8.42,-5.97,0.0
AFG,1995,0.0,7.11,7.79,-8.44,-5.98,1.23
AFG,1996,0.0,7.16,9.21,-9.34,-8.48,1.23
AFG,1997,0.0,7.16,9.21,-9.48,-8.51,1.23
AFG,1998,0.0,6.64,9.21,-9.48,-7.16,2.83
AFG,1999,0.0,6.64,9.21,-9.48,-7.16,2.83
AFG,2000,0.0,6.64,9.21,-9.48,-7.16,5.47
AFG,2001,0.0,6.44,7.85,-8.34,-6.88,1.84
AFG,2002,0.0,3.28,4.16,0.44,1.25,2.19
AFG,2003,0.0,3.28,4.16,0.94,1.38,2.19
AFG,2004,0.0,3.28,4.16,0.8,1.34,2.19
AFG,2005,0.0,3.56,4.46,0.78,-0.15,2.11
AFG,2006,0.0,3.87,4.46,0.72,-1.0,1.74
AFG,2007,0.0,3.87,4.46,0.74,-0.99,1.74
AFG,2008,0.0,3.87,4.48,0.68,-1.06,1.74
AFG,2009,0.0,3.87,4.47,0.8,-1.03,2.11
AFG,2010,0.0,3.92,4.44,0.84,-1.21,1.77
AFG,2011,0.0,3.87,4.48,0.8,-1.07,1.77
AFG,2012,0.0,3.88,4.51,0.7,-1.09,1.75
AFG,2013,0.0,3.92,4.79,0.64,-1.6,1.75
AFG,2014,0.0,3.99,4.88,0.38,-1.74,2.8
AFG,2015,0.0,3.98,5.05,0.32,-2.23,1.37
AFG,2016,0.0,3.98,5.02,-0.1,-2.23,1.37
AFG,2017,0.0,3.95,5.0,0.02,-2.3,1.81
AFG,2018,0.0,3.93,4.88,0.26,-2.07,1.4
AFG,2019,0.0,4.0,5.04,-0.26,-2.28,1.74
AFG,2020,0.0,3.97,4.97,-0.06,-2.18,2.64
AFG,2021,0.0,4.01,7.86,-7.76,-5.21,1.74
AFG,2022,0.0,4.2,9.19,-9.16,-7.7,3.36
AFG,2023,0.0,4.2,9.19,-9.24,-7.72,4.37
AFG,2024,0.0,3.98,9.32,-9.16,-7.65,4.45
AFG,2025,0.0,4.15,8.58,-9.18,-7.23,7.67
AGO,1990,0.0,7.09,7.56,-7.4,-8.22,1.95
AGO,1991,0.0,7.11,7.29,-6.96,-7.24,2.83
AGO,1992,0.0,6.6,6.69,-4.7,-4.16,3.13
AGO,1993,0.0,6.57,6.48,-4.66,-3.85,3.26
AGO,1994,0.0,6.57,6.48,-4.66,-3.85,3.26
AGO,1995,0.0,4.23,6.48,-4.66,-3.85,3.26
AGO,1996,0.0,4.23,6.48,-4.66,-3.85,3.26
AGO,1997,0.0,4.23,6.48,-4.66,-3.85,3.26
AGO,1998,0.0,6.57,6.48,-4.66,-3.85,2.82
AGO,1999,0.0,6.57,6.48,-4.66,-3.85,1.78
AGO,2000,0.0,6.57,6.48,-4.66,-3.85,1.5
AGO,2001,0.0,6.57,6.48,-4.28,-3.76,1.5
AGO,2002,0.0,3.62,6.9,-2.84,-2.51,1.02
AGO,2003,0.0,2.63,6.09,-1.42,-0.32,0.7
AGO,2004,0.0,2.56,5.94,-1.14,-0.25,0.7
AGO,2005,0.0,2.49,5.78,-0.72,-0.15,0.7
AGO,2006,0.0,2.49,5.78,-0.72,-0.15,0.7
AGO,2007,0.0,2.42,5.65,-0.48,-0.09,0.59
AGO,2008,0.0,2.42,5.65,-0.4,-0.07,1.69
AGO,2009,0.0,2.42,5.58,-0.34,0.09,0.67
AGO,2010,1.0,2.42,5.58,-0.08,0.16,1.92
AGO,2011,1.0,2.42,5.62,-0.08,0.08,1.92
AGO,2012,1.0,2.42,5.62,-0.08,0.08,4.12
AGO,2013,1.0,2.43,5.62,-0.14,0.06,1.92
AGO,2014,1.0,2.43,5.62,-0.14,0.06,1.88
AGO,2015,1.0,2.43,5.62,-0.14,0.06,1.88
AGO,2016,1.0,2.43,5.62,-0.04,0.09,2.95
AGO,2017,1.0,2.25,5.24,0.7,0.71,4.57
AGO,2018,1.0,2.03,4.79,2.1,1.06,3.51
AGO,2019,1.0,2.0,4.72,2.2,1.09,3.51
AGO,2020,1.0,2.05,4.72,2.04,0.9,4.31
AGO,2021,1.0,1.95,4.37,1.94,2.11,4.69
AGO,2022,1.0,1.89,4.13,2.1,2.43,4.66
AGO,2023,1.0,1.9,4.13,2.0,2.37,4.27
AGO,2024,1.0,1.81,3.91,2.48,2.48,3.63
AGO,2025,1.0,2.02,3.88,2.48,2.25,4.97
ALB,1990,1.0,3.42,7.02,-7.78,-4.83,7.0
ALB,1991,1.0,2.6,4.22,3.4,0.35,7.07
ALB,1992,1.0,2.26,3.5,4.9,1.92,5.14
ALB,1993,1.0,2.11,3.5,4.76,2.29,4.48
ALB,1994,1.0,2.11,3.65,4.64,1.89,4.48
ALB,1995,1.0,2.11,3.65,5.0,1.98,4.36
ALB,1996,1.0,2.43,3.73,4.92,0.92,4.38
ALB,1997,1.0,3.42,4.04,4.62,-1.49,7.61
ALB,1998,1.0,3.11,3.66,5.12,0.35,6.03
ALB,1999,1.0,2.26,3.38,5.64,2.45,2.95
ALB,2000,1.0,1.48,2.65,6.62,4.16,5.32
ALB,2001,1.0,1.48,2.65,6.72,4.18,4.97
ALB,2002,1.0,1.48,2.65,6.98,4.25,4.59
ALB,2003,1.0,1.48,2.65,7.08,4.27,4.59
ALB,2004,1.0,1.43,2.43,7.2,4.3,5.27
ALB,2005,1.0,1.43,2.43,7.32,4.33,4.98
ALB,2006,1.0,1.43,2.01,7.4,5.39,4.98
ALB,2007,1.0,1.43,2.01,7.42,5.39,4.98
ALB,2008,1.0,1.43,2.01,7.42,5.39,4.98
ALB,2009,1.0,1.55,2.01,7.42,5.07,4.82
ALB,2010,1.0,1.44,2.01,7.44,5.38,5.75
ALB,2011,1.0,1.6,2.01,7.58,4.99,6.56
ALB,2012,1.0,1.65,2.24,7.56,4.28,6.08
ALB,2013,1.0,1.54,1.5,7.86,4.42,5.92
ALB,2014,1.0,1.33,1.5,7.86,5.0,6.1
ALB,2015,1.0,1.33,1.5,7.86,5.0,6.1
ALB,2016,1.0,1.55,1.5,7.86,4.41,5.77
ALB,2017,1.0,1.56,1.63,7.66,4.36,6.96
ALB,2018,1.0,1.56,1.63,7.66,4.36,6.85
ALB,2019,1.0,1.6,1.63,7.82,4.3,7.32
ALB,2020,1.0,1.61,1.93,7.74,4.12,4.94
ALB,2021,1.0,1.49,1.87,7.78,4.59,3.92
ALB,2022,1.0,1.49,1.93,7.72,4.58,4.6
ALB,2023,1.0,1.6,1.62,7.54,4.14,4.41
ALB,2024,1.0,1.61,1.81,7.52,3.89,5.44
ALB,2025,1.0,1.51,1.86,7.44,3.64,5.28
ARE,1990,0.0,0.61,5.09,-2.74,1.62,8.77
ARE,1991,0.0,0.61,5.09,-2.68,1.64,8.77
ARE,1992,0.0,0.61,5.09,-2.62,1.65,8.77
ARE,1993,0.0,0.61,5.09,-2.76,1.62,8.77
ARE,1994,0.0,0.61,5.09,-2.68,1.64,8.77
ARE,1995,0.0,0.61,5.09,-2.48,1.69,8.77
ARE,1996,0.0,0.61,5.09,-2.44,1.7,8.77
ARE,1997,0.0,0.61,5.09,-2.44,1.7,8.77
ARE,1998,0.0,0.61,5.09,-2.32,1.73,8.77
ARE,1999,0.0,0.61,5.09,-2.32,1.73,8.77
ARE,2000,0.0,0.61,5.09,-2.32,1.73,8.63
ARE,2001,0.0,0.61,5.09,-2.32,1.73,8.63
ARE,2002,0.0,0.6,5.02,-2.52,1.68,8.63
ARE,2003,0.0,0.6,5.02,-2.52,1.68,8.63
ARE,2004,0.0,0.6,5.02,-2.62,1.65,8.63
ARE,2005,0.0,0.6,5.02,-2.48,1.69,8.63
ARE,2006,0.0,0.6,5.02,-2.42,1.7,8.63
ARE,2007,0.0,0.66,4.97,-2.32,2.25,8.63
ARE,2008,0.0,0.66,4.97,-2.26,2.26,8.63
ARE,2009,0.0,0.59,4.81,-2.02,2.32,8.63
ARE,2010,0.0,0.59,4.81,-1.94,2.34,8.63
ARE,2011,0.0,0.74,5.19,-2.84,1.96,8.88
ARE,2012,0.0,0.59,5.21,-2.36,1.17,8.88
ARE,2013,0.0,0.59,5.21,-2.32,1.18,9.35
ARE,2014,0.0,0.9,5.04,-2.06,0.23,9.35
ARE,2015,0.0,0.48,4.82,-1.82,1.5,9.35
ARE,2016,0.0,0.48,4.82,-1.62,1.55,9.35
ARE,2017,0.0,0.48,4.82,-1.88,1.49,8.98
ARE,2018,0.0,0.48,4.64,-1.84,1.92,8.98
ARE,2019,0.0,0.54,4.66,-2.32,2.15,8.98
ARE,2020,0.0,0.54,4.84,-2.32,1.73,9.73
ARE,2021,0.0,0.75,5.16,-3.1,1.95,9.87
ARE,2022,0.0,0.75,5.16,-2.96,1.98,9.59
ARE,2023,0.0,0.75,5.16,-3.18,1.93,8.56
ARE,2024,0.0,0.75,5.16,-3.08,1.95,9.39
ARE,2025,0.0,0.75,5.16,-3.22,1.92,9.39
ARG,1990,0.0,1.19,1.98,8.22,6.78,2.61
ARG,1991,0.0,1.18,1.91,8.42,6.83,2.61
ARG,1992,0.0,1.18,1.91,8.42,6.83,2.61
ARG,1993,0.0,1.18,1.91,8.42,6.83,3.32
ARG,1994,1.0,1.18,1.91,8.42,6.83,4.32
ARG,1995,1.0,1.18,1.91,8.42,6.83,4.32
ARG,1996,1.0,1.18,1.91,8.4,6.82,4.32
ARG,1997,1.0,1.18,1.91,8.4,6.82,4.32
ARG,1998,1.0,1.18,1.91,8.4,6.82,4.32
ARG,1999,1.0,1.09,1.39,8.7,6.9,4.32
ARG,2000,1.0,1.09,1.39,8.74,6.91,4.06
ARG,2001,1.0,1.13,1.66,8.6,6.87,6.46
ARG,2002,1.0,1.17,1.89,8.42,6.83,5.47
ARG,2003,1.0,1.17,1.89,8.24,6.78,4.74
ARG,2004,1.0,1.17,2.16,8.28,6.14,4.74
ARG,2005,1.0,1.17,2.16,8.28,6.14,4.74
ARG,2006,1.0,1.17,2.16,8.22,6.13,4.74
ARG,2007,1.0,1.17,2.16,8.16,6.11,4.74
ARG,2008,1.0,1.17,2.31,8.02,5.72,5.42
ARG,2009,1.0,1.17,2.31,8.02,5.72,4.71
ARG,2010,1.0,1.17,2.47,7.96,5.3,4.71
ARG,2011,1.0,1.18,2.5,7.92,5.29,4.71
ARG,2012,1.0,1.19,2.59,7.8,5.26,5.52
ARG,2013,1.0,1.21,2.65,7.8,5.26,4.68
ARG,2014,1.0,1.21,2.65,7.86,5.28,4.68
ARG,2015,1.0,1.3,2.95,7.5,5.19,4.68
ARG,2016,1.0,1.29,2.78,7.74,5.62,4.68
ARG,2017,1.0,1.38,3.25,7.4,5.03,4.68
ARG,2018,1.0,1.29,2.99,7.76,5.12,4.68
ARG,2019,1.0,1.35,3.16,7.46,5.04,4.67
ARG,2020,1.0,1.19,2.25,7.72,5.98,6.31
ARG,2021,1.0,1.11,2.27,7.38,6.11,6.02
ARG,2022,1.0,1.88,2.74,7.42,4.44,4.44
ARG,2023,1.0,1.3,2.28,8.12,5.83,4.04
ARG,2024,1.0,1.44,2.57,7.18,4.07,5.74
ARG,2025,1.0,0.93,3.21,6.42,4.63,6.84
ARM,1990,1.0,2.05,4.13,4.4,2.98,6.45
ARM,1991,1.0,1.87,4.02,5.1,3.49,5.68
ARM,1992,1.0,2.17,4.37,4.44,2.97,5.01
ARM,1993,1.0,2.5,4.74,3.72,2.4,4.79
ARM,1994,1.0,2.5,4.74,3.54,2.36,3.25
ARM,1995,1.0,2.43,4.83,3.7,2.36,5.65
ARM,1996,1.0,2.37,4.74,3.84,2.44,8.07
ARM,1997,1.0,2.17,4.81,3.54,2.95,3.59
ARM,1998,1.0,2.4,4.93,3.4,2.49,3.62
ARM,1999,1.0,2.81,5.0,3.34,1.46,3.97
ARM,2000,1.0,1.87,4.86,3.62,3.84,4.29
ARM,2001,1.0,1.53,4.59,4.1,4.49,4.56
ARM,2002,1.0,1.72,4.6,4.08,3.99,3.62
ARM,2003,1.0,2.06,4.6,4.06,3.1,4.65
ARM,2004,1.0,2.03,4.97,3.52,3.21,4.38
ARM,2005,1.0,1.61,4.38,4.52,3.93,5.16
ARM,2006,1.0,1.42,4.38,4.48,4.42,4.9
ARM,2007,1.0,1.42,4.38,4.42,4.41,5.35
ARM,2008,1.0,2.14,5.13,2.86,2.57,11.2
ARM,2009,1.0,1.38,4.01,5.04,3.75,4.83
ARM,2010,1.0,1.49,3.59,5.66,3.89,5.38
ARM,2011,1.0,1.49,3.59,5.68,3.89,4.68
ARM,2012,1.0,1.49,3.59,5.58,3.87,4.91
ARM,2013,1.0,1.6,3.52,5.64,3.39,4.98
ARM,2014,1.0,1.6,3.52,5.58,3.37,5.18
ARM,2015,1.0,1.6,3.52,5.62,3.38,5.21
ARM,2016,1.0,2.35,3.58,5.58,1.3,5.24
ARM,2017,1.0,1.73,3.46,5.86,3.22,5.0
ARM,2018,1.0,1.31,2.16,7.66,5.08,10.11
ARM,2019,1.0,1.82,1.66,8.0,4.82,4.24
ARM,2020,1.0,1.79,1.66,8.0,4.9,6.64
ARM,2021,1.0,1.7,2.2,7.62,4.74,7.09
ARM,2022,1.0,1.51,2.01,7.62,5.13,4.46
ARM,2023,1.0,1.52,2.86,6.68,4.66,3.27
ARM,2024,1.0,1.46,2.81,6.44,5.17,5.97
ARM,2025,1.0,1.8,3.28,6.0,3.47,4.6
AUS,1990,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1991,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1992,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1993,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1994,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1995,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1996,0.0,0.91,0.59,9.04,7.57,6.79
AUS,1997,0.0,0.91,1.0,9.0,6.58,6.92
AUS,1998,0.0,0.91,1.0,9.0,6.58,6.92
AUS,1999,0.0,0.91,1.0,8.98,6.58,6.92
AUS,2000,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2001,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2002,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2003,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2004,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2005,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2006,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2007,0.0,0.91,0.76,9.04,7.15,6.92
AUS,2008,0.0,0.91,0.76,9.1,7.16,6.92
AUS,2009,0.0,0.91,0.76,9.1,7.16,6.92
AUS,2010,0.0,0.91,0.56,9.06,7.65,7.2
AUS,2011,0.0,0.91,0.56,9.06,7.65,6.77
AUS,2012,0.0,0.91,0.56,9.06,7.65,6.77
AUS,2013,0.0,0.91,1.08,8.82,6.33,6.48
AUS,2014,0.0,0.91,1.08,8.78,6.32,6.48
AUS,2015,0.0,0.91,1.16,8.84,6.13,6.48
AUS,2016,0.0,0.92,1.26,8.84,6.13,6.48
AUS,2017,0.0,0.95,1.54,8.64,6.19,6.48
AUS,2018,0.0,0.95,1.54,8.66,6.19,6.48
AUS,2019,0.0,0.96,1.81,8.46,5.83,6.48
AUS,2020,0.0,0.96,1.72,8.12,5.96,5.98
AUS,2021,0.0,0.96,1.72,8.0,5.93,4.67
AUS,2022,0.0,0.96,1.72,8.38,6.02,3.37
AUS,2023,0.0,0.96,1.72,8.42,6.03,4.49
AUS,2024,0.0,0.96,1.72,8.36,6.02,4.41
AUS,2025,0.0,1.17,1.72,8.12,5.41,5.28
AUT,1990,0.0,0.71,1.25,8.92,8.19,5.64
AUT,1991,0.0,0.71,1.25,8.92,8.19,5.64
AUT,1992,0.0,0.71,1.25,8.92,8.19,5.64
AUT,1993,0.0,0.8,1.25,8.92,7.95,5.5
AUT,1994,0.0,0.8,1.25,8.92,7.95,5.57
AUT,1995,0.0,0.85,1.56,8.72,7.91,5.64
AUT,1996,0.0,0.79,1.14,8.94,7.96,5.64
AUT,1997,0.0,0.79,1.14,8.94,7.96,5.64
AUT,1998,0.0,0.37,1.14,8.94,9.08,5.64
AUT,1999,0.0,0.37,1.14,8.94,9.08,5.64
AUT,2000,0.0,0.37,1.14,8.94,9.08,4.99
AUT,2001,0.0,0.37,1.14,8.94,9.08,5.8
AUT,2002,0.0,0.37,1.14,8.94,9.08,5.8
AUT,2003,0.0,0.37,1.14,8.94,9.08,4.97
AUT,2004,0.0,0.37,1.14,8.94,9.08,5.79
AUT,2005,0.0,0.37,1.14,8.94,9.08,5.79
AUT,2006,0.0,0.49,1.14,8.94,8.76,5.79
AUT,2007,0.0,0.49,1.14,8.94,8.76,5.79
AUT,2008,1.0,0.49,1.14,8.9,8.75,6.69
AUT,2009,1.0,0.49,1.14,8.9,8.75,6.69
AUT,2010,1.0,0.49,1.14,8.88,8.75,6.78
AUT,2011,1.0,0.49,1.14,8.88,8.75,6.78
AUT,2012,1.0,0.49,1.14,8.9,8.75,6.78
AUT,2013,1.0,0.47,0.99,8.98,8.77,6.78
AUT,2014,1.0,0.47,0.99,8.98,8.77,6.78
AUT,2015,1.0,0.47,0.99,8.94,8.76,6.78
AUT,2016,1.0,0.79,0.99,8.94,7.93,6.69
AUT,2017,1.0,0.46,0.99,8.76,8.75,6.69
AUT,2018,1.0,0.46,1.12,8.56,8.43,6.48
AUT,2019,1.0,0.45,0.82,8.44,8.88,6.1
AUT,2020,1.0,0.84,0.76,8.48,7.38,5.68
AUT,2021,1.0,1.12,0.76,8.52,6.65,3.13
AUT,2022,1.0,1.15,0.99,8.34,6.59,4.36
AUT,2023,1.0,1.07,0.99,8.5,6.83,5.14
AUT,2024,1.0,1.21,1.61,8.2,6.61,4.53
AUT,2025,1.0,1.13,1.61,8.14,6.79,5.35
AZE,1990,0.0,2.83,6.5,-4.44,-1.03,6.88
AZE,1991,0.0,2.25,4.86,-1.28,0.7,6.13
AZE,1992,0.0,4.81,4.68,2.18,1.13,5.64
AZE,1993,0.0,4.78,5.02,1.1,-0.09,6.62
AZE,1994,0.0,6.3,6.29,-1.94,-0.32,4.13
AZE,1995,1.0,3.72,6.29,-1.94,0.3,4.54
AZE,1996,1.0,2.17,5.76,-1.16,1.54,4.74
AZE,1997,1.0,2.13,5.76,-1.16,1.65,4.68
AZE,1998,1.0,2.13,5.76,-1.0,1.69,4.61
AZE,1999,1.0,2.13,5.86,-1.04,1.44,5.08
AZE,2000,1.0,2.13,5.86,-0.76,1.51,4.57
AZE,2001,1.0,2.13,5.86,-0.76,1.51,5.24
AZE,2002,1.0,2.13,5.86,-0.86,1.48,5.0
AZE,2003,1.0,2.34,6.17,-1.6,1.08,5.94
AZE,2004,1.0,2.01,5.6,-1.0,0.83,3.52
AZE,2005,1.0,2.27,5.8,-1.34,0.32,4.16
AZE,2006,1.0,2.33,5.94,-1.54,0.27,4.9
AZE,2007,1.0,2.08,5.94,-1.54,0.94,4.9
AZE,2008,1.0,2.08,5.98,-1.7,0.83,3.97
AZE,2009,1.0,2.02,5.83,-1.54,0.94,4.86
AZE,2010,1.0,2.0,5.86,-1.62,0.93,3.72
AZE,2011,1.0,2.05,5.98,-1.76,0.87,4.8
AZE,2012,1.0,2.05,6.06,-1.76,0.68,4.8
AZE,2013,1.0,1.82,5.66,-0.84,0.53,2.74
AZE,2014,1.0,1.82,5.84,-1.08,0.04,4.98
AZE,2015,1.0,1.83,5.97,-1.32,-0.23,4.76
AZE,2016,1.0,1.94,6.08,-2.16,-0.21,5.29
AZE,2017,1.0,1.79,5.5,-1.28,0.65,5.47
AZE,2018,1.0,1.96,6.27,-2.28,-0.65,4.03
AZE,2019,1.0,1.82,5.68,-1.7,0.34,4.09
AZE,2020,1.0,1.6,5.79,-1.9,0.79,5.29
AZE,2021,1.0,1.84,5.39,-1.76,1.17,6.05
AZE,2022,1.0,2.18,6.24,-3.04,-0.46,4.68
AZE,2023,1.0,2.08,6.13,-2.84,-0.42,5.06
AZE,2024,1.0,2.26,6.97,-3.96,-3.25,5.36
AZE,2025,1.0,2.02,7.03,-4.18,-2.58,6.03
BDI,1990,95.0,2.49,6.65,-3.64,-1.54,99.61
BDI,1991,95.0,5.16,6.81,-4.08,-1.76,99.18
BDI,1992,0.0,5.34,6.5,-1.5,-0.85,3.97
BDI,1993,0.0,8.54,6.52,-1.38,-4.3,4.49
BDI,1994,0.0,6.67,6.52,-1.56,-4.34,3.86
BDI,1995,0.0,6.49,6.52,-1.56,-3.86,3.7
BDI,1996,0.0,8.83,6.52,-1.68,-3.89,3.7
BDI,1997,0.0,6.57,6.52,-1.82,-4.15,2.51
BDI,1998,0.0,6.57,6.52,-1.96,-4.19,2.51
BDI,1999,0.0,4.23,6.52,-1.9,-4.17,2.41
BDI,2000,0.0,6.31,6.24,-1.88,-3.78,3.13
BDI,2001,0.0,8.31,6.42,-1.52,-3.83,2.43
BDI,2002,0.0,6.58,6.8,-1.94,-3.93,2.43
BDI,2003,0.0,4.24,6.8,-1.8,-3.9,2.43
BDI,2004,0.0,4.2,6.7,-1.62,-3.85,2.43
BDI,2005,0.0,4.04,6.58,-1.76,-3.57,4.13
BDI,2006,0.0,3.64,6.77,-1.78,-2.52,4.34
BDI,2007,0.0,3.67,6.92,-1.92,-2.74,4.34
BDI,2008,0.0,3.67,6.92,-2.06,-2.78,4.34
BDI,2009,0.0,3.75,6.97,-2.2,-3.02,4.1
BDI,2010,0.0,4.08,7.48,-3.14,-4.93,4.76
BDI,2011,0.0,4.05,7.37,-3.04,-4.91,4.76
BDI,2012,0.0,3.65,7.37,-3.04,-3.85,4.76
BDI,2013,0.0,3.81,7.49,-3.92,-4.28,4.76
BDI,2014,0.0,3.91,8.07,-4.58,-4.75,4.04
BDI,2015,0.0,5.7,8.9,-6.78,-7.9,8.91
BDI,2016,0.0,3.92,9.46,-7.7,-6.63,2.96
BDI,2017,0.0,3.87,9.33,-7.68,-6.5,2.96
BDI,2018,0.0,3.88,9.08,-7.28,-5.47,2.96
BDI,2019,0.0,3.88,9.08,-7.24,-5.46,3.16
BDI,2020,0.0,3.74,9.08,-6.66,-4.93,2.46
BDI,2021,0.0,3.25,7.98,-5.88,-2.57,3.75
BDI,2022,0.0,2.7,7.74,-4.56,-1.85,5.52
BDI,2023,0.0,2.54,7.89,-5.04,-1.48,6.02
BDI,2024,0.0,2.54,7.89,-4.98,-1.47,6.02
BDI,2025,0.0,2.73,7.89,-4.58,-1.85,5.12
BEL,1990,0.0,0.9,0.74,9.2,7.91,5.96
BEL,1991,0.0,0.94,1.11,9.06,7.87,5.96
BEL,1992,0.0,0.88,0.46,9.26,7.92,5.96
BEL,1993,0.0,0.88,0.46,9.26,7.92,6.32
BEL,1994,0.0,0.88,0.46,9.26,7.92,6.32
BEL,1995,0.0,0.88,0.46,9.3,7.93,5.98
BEL,1996,0.0,0.88,0.46,9.3,7.93,6.69
BEL,1997,0.0,0.88,0.46,9.3,7.93,6.69
BEL,1998,0.0,0.88,0.46,9.3,7.93,5.79
BEL,1999,0.0,0.88,0.46,9.3,7.93,5.86
BEL,2000,0.0,0.88,0.46,9.3,7.93,6.44
BEL,2001,0.0,0.88,0.46,9.3,7.93,6.44
BEL,2002,0.0,0.88,0.46,9.3,7.93,6.44
BEL,2003,0.0,0.88,0.46,9.3,7.93,6.44
BEL,2004,0.0,0.88,0.46,9.26,7.92,6.44
BEL,2005,0.0,0.88,0.46,9.28,7.92,6.44
BEL,2006,0.0,0.88,0.46,9.28,7.92,6.44
BEL,2007,0.0,0.88,0.46,9.28,7.92,6.44
BEL,2008,0.0,0.88,0.46,9.3,7.93,6.44
BEL,2009,0.0,0.88,0.46,9.3,7.93,6.7
BEL,2010,0.0,0.88,0.46,9.3,7.93,5.88
BEL,2011,0.0,0.88,0.46,9.3,7.93,5.88
BEL,2012,0.0,0.88,0.46,9.3,7.93,6.31
BEL,2013,0.0,0.88,0.46,9.32,7.93,6.31
BEL,2014,0.0,0.88,0.46,9.32,7.93,6.31
BEL,2015,0.0,0.88,0.46,9.24,7.92,6.31
BEL,2016,0.0,0.88,0.46,9.24,7.92,6.31
BEL,2017,0.0,0.71,0.46,9.22,8.37,6.31
BEL,2018,0.0,0.55,0.46,9.22,8.8,6.7
BEL,2019,0.0,0.55,0.46,9.22,8.8,6.39
BEL,2020,0.0,1.01,0.46,9.04,7.53,4.43
BEL,2021,0.0,1.24,0.46,9.08,6.94,5.34
BEL,2022,0.0,1.22,0.46,9.12,6.98,5.63
BEL,2023,0.0,1.22,0.46,9.12,6.98,5.94
BEL,2024,0.0,1.22,0.46,9.1,6.98,6.01
BEL,2025,0.0,1.22,0.46,9.1,6.98,6.24
BEN,1990,0.0,1.25,2.9,5.98,5.68,6.4
BEN,1991,0.0,1.19,2.86,6.64,5.97,6.01
BEN,1992,0.0,1.13,2.53,7.58,6.56,6.01
BEN,1993,0.0,1.16,2.53,7.58,6.49,6.37
BEN,1994,0.0,1.16,2.53,7.58,6.49,6.37
BEN,1995,0.0,1.16,2.53,7.58,6.49,6.75
BEN,1996,0.0,1.26,2.53,7.58,6.22,6.75
BEN,1997,0.0,1.17,2.6,7.48,6.49,6.01
BEN,1998,0.0,1.17,2.6,7.48,6.49,6.01
BEN,1999,0.0,1.17,2.6,7.48,6.49,6.01
BEN,2000,0.0,1.17,2.6,7.46,6.48,6.01
BEN,2001,0.0,1.29,2.6,7.46,6.17,5.93
BEN,2002,0.0,1.18,2.6,7.48,6.48,5.93
BEN,2003,0.0,1.18,2.6,7.48,6.48,5.93
BEN,2004,0.0,1.18,2.6,7.48,6.48,5.93
BEN,2005,0.0,1.18,2.6,7.38,6.45,6.25
BEN,2006,0.0,1.22,2.73,7.16,6.4,6.41
BEN,2007,0.0,1.18,2.67,7.24,6.25,6.0
BEN,2008,0.0,1.26,2.67,7.22,6.03,6.0
BEN,2009,0.0,1.26,2.67,7.22,6.03,6.53
BEN,2010,0.0,1.28,2.67,7.3,5.98,6.98
BEN,2011,0.0,1.29,2.7,7.18,5.95,6.88
BEN,2012,0.0,1.22,2.7,7.2,6.14,6.29
BEN,2013,0.0,1.23,2.91,7.18,5.6,6.04
BEN,2014,0.0,1.28,2.91,7.16,5.46,6.26
BEN,2015,0.0,1.26,2.86,7.36,5.51,6.56
BEN,2016,0.0,1.18,2.45,7.9,5.98,4.33
BEN,2017,0.0,1.01,1.91,8.32,6.6,3.68
BEN,2018,0.0,1.02,2.19,7.42,5.87,2.95
BEN,2019,0.0,1.92,2.39,6.74,3.44,4.25
BEN,2020,0.0,1.59,2.98,6.3,3.63,3.02
BEN,2021,0.0,1.71,2.92,6.16,3.45,3.46
BEN,2022,0.0,1.06,2.92,6.54,5.27,2.86
BEN,2023,0.0,1.06,2.92,6.44,5.25,2.06
BEN,2024,0.0,0.62,2.91,6.64,6.44,3.34
BEN,2025,0.0,1.33,2.72,6.72,4.62,4.08
BFA,1990,0.0,3.42,6.11,-0.56,-0.16,2.51
BFA,1991,1.0,3.35,5.57,0.42,1.0,3.9
BFA,1992,1.0,3.31,5.04,1.8,2.31,3.9
BFA,1993,1.0,3.31,5.04,2.16,2.4,3.9
BFA,1994,1.0,3.31,5.04,2.16,2.4,3.9
BFA,1995,1.0,3.31,5.04,2.16,2.4,3.9
BFA,1996,1.0,3.31,5.04,2.16,2.4,3.9
BFA,1997,1.0,3.32,5.09,2.1,2.38,3.9
BFA,1998,1.0,3.4,5.04,2.28,2.17,6.07
BFA,1999,1.0,3.07,4.31,3.52,2.48,6.07
