country_text_id,year,nscm_resid_full_0,nscm_resid_domestic_0,nscm_resid_full_1,nscm_resid_domestic_1,nscm_resid_full_2,nscm_resid_domestic_2,nscm_resid_full_3,nscm_resid_domestic_3,nscm_resid_full_4,nscm_resid_domestic_4
GBR,1996,0.09107357,0.078534245,-0.07322767,-0.04359547,-0.01246501,-0.027059248,-0.00506863,-0.005094594,-0.00031231894,-0.002784841
GEO,1996,-0.00038035898,-0.0019584105,-0.0041354164,-0.0057821064,0.29217976,0.18746603,-0.22591318,-0.11150475,-0.061750863,-0.06822072
GHA,1996,-0.0037321395,-0.023201214,-0.0063152476,-0.008178049,0.062043786,0.07101059,-0.048694413,-0.031090293,-0.003301994,-0.0085411165
GIN,1996,-8.089002e-05,-4.0314062e-05,-0.002131467,-0.00096723443,-0.22159263,-0.40369368,0.6340226,0.72371256,-0.41021758,-0.31901142
GMB,1996,-4.5191573e-05,-9.796779e-06,-0.01051688,-0.010721881,-0.0021757705,-0.009109522,0.5921686,0.628795,-0.5794308,-0.60895383
GNB,1996,-0.00049149775,-0.001127436,-0.0032165975,-0.0014529822,0.18822551,0.16155523,-0.25790673,-0.19558214,0.073389344,0.036607325
GNQ,1996,-4.4743306e-06,-1.0879631e-06,-0.0007375613,-0.00067249493,-0.0038411578,-0.012673725,-0.2652273,-0.26884696,0.26981044,0.28219432
GRC,1996,0.011470079,0.091674685,-0.0028238837,-0.003226,-0.008001055,-0.08651369,-0.00061176444,-0.0013075096,-3.3324413e-05,-0.00062750676
GTM,1996,-0.0010017685,-0.0010580638,-0.041569833,-0.014514641,-0.4922413,-0.41066197,0.58360004,0.59224164,-0.04878719,-0.16600692
GUY,1996,-0.0066530495,-0.014755388,-0.01452897,-0.01296633,0.12321454,0.2257731,-0.08792654,-0.12102108,-0.014106061,-0.077030316
HRV,1996,-0.0013901325,-0.010871837,-0.0036747039,-0.0051245596,0.114607096,0.100248456,-0.08655662,-0.040944345,-0.022985702,-0.043307614
HTI,1996,-0.0007968341,-0.0021427737,-0.0076704607,-0.0023991417,0.22131437,0.2463355,-0.1991781,-0.18983896,-0.013668839,-0.05195462
HUN,1996,0.70860606,0.70549965,-0.6686404,-0.64124155,-0.014974121,-0.021654867,-0.023567997,-0.031636547,-0.0014235607,-0.010966697
IDN,1996,-1.0852903e-05,-8.48807e-06,-0.0006636879,-0.00071736495,-0.015985629,-0.04463002,-0.10077599,-0.2350736,0.11743605,0.28042942
IND,1996,-0.045490745,-0.28721657,-0.010062025,-0.0049787327,0.10247362,0.32064772,-0.044586413,-0.023636928,-0.0023344795,-0.004815478
IRL,1996,0.22870415,0.21685028,-0.21023914,-0.17133178,-0.01370141,-0.03633523,-0.00442781,-0.0050531966,-0.00033576722,-0.0041299937
IRN,1996,-2.1988439e-05,-3.9032242e-05,-0.0017784499,-0.0029085246,-0.008308829,-0.021455165,-0.23611425,-0.23834509,0.24622351,0.26274776
IRQ,1996,-1.7060329e-06,-1.37872e-07,-0.00018078666,-0.00012260326,-0.0010188087,-0.0041128173,0.912104,0.8353319,-0.91090274,-0.8310965
ISL,1996,0.018966496,0.045319676,-0.015364123,-0.022777235,-0.0029027015,-0.019646073,-0.00065525464,-0.0014626974,-4.4400975e-05,-0.0014336444
ISR,1996,-0.9825811,-0.923123,0.99425954,0.99622524,-0.011013701,-0.070824526,-0.0006356523,-0.0014840242,-2.9019036e-05,-0.00079363235
ITA,1996,-0.16629747,-0.2591573,0.18196613,0.28734982,-0.0072748726,-0.014194436,-0.007536994,-0.00896081,-0.00085673673,-0.0050373054
JAM,1996,0.12791401,0.37053788,-0.013078622,-0.008796655,-0.10917852,-0.34739932,-0.00537187,-0.009176065,-0.0002849236,-0.005165841
JOR,1996,-0.0009341451,-0.0017121676,-0.014532197,-0.0076231253,-0.15730233,-0.16433364,-0.21474472,-0.31040463,0.3875134,0.48407346
JPN,1996,0.02729714,0.065325916,-0.023202784,-0.028939134,-0.0030004475,-0.030835433,-0.0010490408,-0.0028294723,-4.4857417e-05,-0.0027219567
KAZ,1996,-0.00011824967,-0.00036953832,-0.007857791,-0.026242353,-0.09796406,-0.18319443,0.6264639,0.6829368,-0.52052367,-0.4731304
KEN,1996,-0.0003377283,-0.0008843934,-0.0025694398,-0.0015989392,0.22285485,0.2508245,-0.18743196,-0.17172106,-0.032515727,-0.076620124
KGZ,1996,-0.00021474641,-0.0005722475,-0.025754223,-0.047167413,0.89239824,0.85330623,-0.6423575,-0.5701826,-0.22407174,-0.235384
KHM,1996,-0.00017790025,-0.0005873222,-0.0019808759,-0.00081797235,0.3785602,0.54312897,-0.28066996,-0.4108288,-0.095731445,-0.13089477
KOR,1996,-0.41736946,-0.34871173,-0.1518152,-0.11613683,0.6068721,0.52160466,-0.036217447,-0.03131727,-0.0014699682,-0.025438888
LAO,1996,-3.4920283e-06,-2.1697417e-06,-0.00017051068,-0.00040463367,-0.0012847141,-0.0030762672,-0.039032567,-0.09364206,0.040491343,0.09712517
LBN,1996,-0.0019381918,-0.00726805,-0.005339277,-0.0017045479,0.11748773,0.20240569,-0.08289012,-0.13323383,-0.027320184,-0.060199287
LBR,1996,-4.8100497e-05,-2.5248477e-05,-0.010741505,-0.004795669,-0.0016434172,-0.002777628,0.38273466,0.3919766,-0.37030157,-0.38437805
LKA,1996,-0.0009197476,-0.006661177,-0.006299144,-0.014509186,0.09734744,0.20422727,-0.033408687,-0.10120069,-0.056719817,-0.08185619
LSO,1996,-0.0050414028,-0.033134848,-0.011403545,-0.007957454,0.20948213,0.33863378,-0.17386505,-0.22969313,-0.019172153,-0.0678484
LTU,1996,-0.008720453,-0.008626118,0.0215348,0.028173745,-0.0022484788,-0.0023375533,-0.0078902505,-0.012383926,-0.0026756215,-0.004826092
LUX,1996,0.008258343,0.02662903,-0.0071738786,-0.016002389,-0.0008485041,-0.009403628,-0.00022633577,-0.00074318337,-9.708857e-06,-0.00047979382
LVA,1996,-0.16017285,-0.32334074,-0.09586199,-0.037268806,0.32369494,0.39574316,-0.06308166,-0.024300063,-0.0045784493,-0.010833528
MAR,1996,-6.5868844e-05,-5.9133305e-05,-0.004114014,-0.0049216985,-0.033930797,-0.09170936,-0.17545195,-0.38349786,0.21356273,0.480188
MDA,1996,-0.009227493,-0.048287664,-0.006082274,-0.006176435,0.12403077,0.10109705,-0.105597466,-0.03889798,-0.0031235367,-0.007734971
MDV,1996,-1.0307867e-05,-3.793357e-06,-0.0013578743,-0.0020767187,-0.0031411177,-0.009543427,-0.12535086,-0.265874,0.12986004,0.27749783
MEX,1996,-0.0018392517,-0.0067292764,-0.007888227,-0.008342172,0.08111888,0.10133338,-0.06313017,-0.048614442,-0.008261278,-0.03764754
MKD,1996,-0.0020009384,-0.014787146,-0.014208089,-0.02516836,0.21990311,0.21629459,-0.14364642,-0.089989096,-0.060047694,-0.086350076
MLI,1996,-0.00097656006,-0.0070252307,-0.0032161635,-0.0031736305,0.070593774,0.048828483,-0.06326143,-0.032782298,-0.0031396165,-0.0058472743
MMR,1996,-1.7102166e-06,-5.5567398e-08,-0.00083628495,-0.00026798077,-6.036269e-05,-9.219921e-05,-0.32540312,-0.35525963,0.32630146,0.3556199
MNG,1996,0.08905977,0.4478866,-0.018370846,-0.024603415,-0.03718998,-0.37923765,-0.033291917,-0.037998896,-0.00020712746,-0.0060465806
MOZ,1996,-0.00083548925,-0.0038069151,-0.0187906,-0.030571226,0.5110761,0.667773,-0.44817954,-0.5390079,-0.043270517,-0.09438695
MUS,1996,0.04861802,0.49767542,-0.0056609567,-0.0026607104,-0.04145313,-0.48798633,-0.0013893349,-0.005040326,-0.000114526985,-0.0019880396
MWI,1996,-0.0006296857,-0.005879777,-0.004510954,-0.0057846713,0.21328199,0.1710608,-0.19093196,-0.12206375,-0.017209465,-0.037332606
MYS,1996,-0.0014479707,-0.008092191,-0.0028978616,-0.0027719429,0.1592685,0.35082632,-0.05247248,-0.12401412,-0.10245014,-0.21594808
NAM,1996,-0.0082556335,-0.041971687,-0.00955525,-0.009491339,0.04164356,0.10524368,-0.020617211,-0.03796215,-0.0032153532,-0.015818521
NER,1996,-0.00053463003,-0.0018674461,-0.03087185,-0.0218876,-0.12594448,-0.17157815,0.257137,0.4071406,-0.09978608,-0.21180737
NGA,1996,-9.129046e-05,-8.8267334e-05,-0.014650635,-0.005958938,-0.007982782,-0.022902882,-0.6622667,-0.5428902,0.68499136,0.57184017
NIC,1996,-0.003748197,-0.01644888,-0.008641488,-0.0064346776,0.07670343,0.06654543,-0.062162444,-0.035286836,-0.0021513384,-0.008374975
NLD,1996,0.051332235,0.07910395,-0.048413802,-0.06274847,-0.002030561,-0.01259526,-0.00083408155,-0.002050273,-5.3862106e-05,-0.0017098932
NOR,1996,0.007616818,0.033432305,-0.007294629,-0.027276184,-0.00022801883,-0.0050172233,-9.062087e-05,-0.0006280572,-3.674155e-06,-0.0005108161
NPL,1996,-0.00060771336,-0.0115211485,-0.0013919428,-0.0011922648,0.109978795,0.14321297,-0.101578675,-0.11305466,-0.0064004133,-0.017444959
NZL,1996,-0.049340818,-0.10473599,0.053620458,0.12841612,-0.00082398823,-0.0026892116,-0.0029181344,-0.011285136,-0.00053749257,-0.00970578
PAK,1996,-0.0004885788,-0.00476545,-0.0031801423,-0.001861024,0.24234307,0.23508859,-0.21239664,-0.16652186,-0.026277719,-0.061940204
PHL,1996,-0.001328374,-0.007084675,-0.055961944,-0.08669792,0.19092393,0.28522438,-0.1060131,-0.13662782,-0.02762048,-0.05481399
PNG,1996,-0.001221559,-0.02325734,-0.003476183,-0.0015412372,0.0646556,0.10702366,-0.05577433,-0.07184518,-0.0041836007,-0.010379972
POL,1996,-0.893056,-0.76859874,0.9287657,0.89458275,-0.029601857,-0.111949064,-0.005892629,-0.0104116425,-0.00021513115,-0.0036233186
PRK,1996,-1.5653403e-06,-1.6392559e-07,-9.6422096e-05,-0.00016749058,-0.000364127,-0.00056592317,-0.072825134,-0.07129876,0.07328719,0.07203227
PRT,1996,0.058376968,0.13730615,-0.02500692,-0.02233838,-0.030614054,-0.1110711,-0.0025977104,-0.0024563747,-0.00015821824,-0.0014402227
PRY,1996,-0.0013098832,-0.0046161977,-0.005144025,-0.0035228806,0.080488265,0.07834619,-0.07093463,-0.057951722,-0.0030996585,-0.012255333
ROU,1996,-0.081827074,-0.19519573,-0.04408124,-0.05068531,0.34180993,0.36599916,-0.20949326,-0.10156994,-0.006408294,-0.018548228
RUS,1996,-0.001599315,-0.011620469,-0.022370629,-0.067131415,0.24247462,0.25800258,-0.20324317,-0.14516103,-0.01526155,-0.03408968
RWA,1996,-1.433527e-05,-1.7616467e-05,-0.001677334,-0.0023355575,-0.0028345857,-0.006339747,-0.5506897,-0.3472067,0.55521595,0.35589957
SDN,1996,-2.7748472e-06,-2.0194196e-07,-0.00059507345,-0.00022952033,-0.0005607623,-0.0022173743,0.7142961,0.7164361,-0.71313745,-0.71398896
SEN,1996,-0.00405212,-0.0353679,-0.0066180513,-0.009535078,0.055835426,0.084822714,-0.040383253,-0.02729988,-0.0047819167,-0.012619849
SLE,1996,-0.00028679494,-0.0009603511,-0.009159536,-0.003960076,-0.18399788,-0.34016937,0.35384208,0.6005556,-0.1603979,-0.25546584
SOM,1996,-3.3905128e-06,-1.4374488e-07,-0.0011121486,-0.00020459817,-7.2726e-05,-8.226892e-05,-0.34717894,-0.6109199,0.3483672,0.6112069
SRB,1996,-0.00024054514,-0.00052072783,-0.01512633,-0.03779924,-0.20275429,-0.32598227,-0.33097148,-0.29733676,0.5490926,0.66163903
SWE,1996,0.02935183,0.06644434,-0.028472248,-0.056962736,-0.0005845004,-0.007296123,-0.00028129492,-0.0011810112,-1.3904427e-05,-0.0010044695
SWZ,1996,-1.0141753e-05,-5.7407283e-06,-0.00093199185,-0.001128581,-0.0021967099,-0.0075344862,-0.09873625,-0.21693692,0.10187513,0.22560573
SYC,1996,-0.002571904,-0.025916593,-0.01084868,-0.019977538,0.08979267,0.23639792,-0.06574083,-0.057967357,-0.010631359,-0.13253643
SYR,1996,-2.8573913e-06,-2.4518363e-07,-0.00028857597,-0.0004610609,-0.0013747805,-0.0043842574,-0.07673755,-0.14729407,0.07840383,0.15213948
TCD,1996,-1.9230629e-05,-7.6594215e-06,-0.0013602971,-0.00067023316,-0.104671426,-0.22159095,0.57770705,0.5562221,-0.47165608,-0.33395326
TGO,1996,-0.0002542536,-0.00025943565,-0.0056643365,-0.00581533,0.54971236,0.48930022,-0.3344754,-0.27866107,-0.2093184,-0.2045644
THA,1996,-0.0008834517,-0.010520026,-0.0043579508,-0.0034511357,0.104947984,0.2093957,-0.07979409,-0.13611108,-0.019912615,-0.059313435
TJK,1996,-5.577843e-06,-2.1968672e-06,-0.0013930179,-0.0012534305,-0.003674791,-0.010813491,-0.50888634,-0.37287474,0.51395977,0.3849439
TKM,1996,-1.4604209e-06,-8.602013e-08,-0.00061934144,-0.00088509865,-0.00034027902,-0.0008641646,-0.22565727,-0.15532254,0.22661835,0.15707189
TTO,1996,0.057141185,0.20882064,-0.013723662,-0.011298187,-0.039625153,-0.18289897,-0.0036454864,-0.009408061,-0.00014687079,-0.0052153557
TUN,1996,-8.5711894e-05,-6.0738792e-05,-0.001858319,-0.0046583395,-0.08932152,-0.1456349,-0.071987614,-0.25294057,0.16325307,0.40329456
TUR,1996,-0.0054178815,-0.0662404,-0.0154532185,-0.022598747,0.23380655,0.3283643,-0.17447042,-0.15064657,-0.038464993,-0.08887862
TWN,1996,-0.033155315,-0.1911762,-0.028599069,-0.04213836,-0.896044,-0.6904607,0.96302015,0.9532632,-0.0052217953,-0.029487908
TZA,1996,-0.0008610788,-0.012403731,-0.003233674,-0.008248818,0.10619706,0.13944364,-0.089974605,-0.08603355,-0.012127785,-0.03275753
UGA,1996,-0.00029483644,-0.0022003104,-0.0042850673,-0.008395469,-0.69507426,-0.61393315,0.73858696,0.7340083,-0.038932733,-0.10947938
UKR,1996,-0.0026336187,-0.016596809,-0.031282857,-0.09861001,-0.6495006,-0.6175844,0.7152463,0.79542637,-0.031829312,-0.062635124
URY,1996,-0.0014723681,-0.00022642472,0.0037205815,0.009326279,-7.319082e-05,-3.647791e-05,-0.0017941641,-0.0083332835,-0.0003808098,-0.00073009875
USA,1996,0.1877662,0.29558814,-0.17262444,-0.2411779,-0.012134304,-0.046327136,-0.002898295,-0.005176682,-0.000109058645,-0.0029065055
UZB,1996,-4.5924753e-06,-1.7201091e-06,-0.0008754514,-0.001922211,-0.0025161006,-0.007109062,-0.2169663,-0.17337973,0.22036237,0.18241268
VEN,1996,-0.018579293,-0.06769673,-0.016022861,-0.01676113,0.056205392,0.10218066,-0.01994804,-0.011610015,-0.0016551131,-0.0061128954
VNM,1996,-9.765331e-05,-0.00047428964,-0.0014532954,-0.0044138455,-0.044851717,-0.057626177,-0.0724581,-0.15170361,0.11886078,0.21421796
YEM,1996,-5.5131615e-05,-5.757747e-05,-0.002152156,-0.00053643313,-0.06545781,-0.13070226,-0.48861742,-0.5430911,0.5562824,0.67438734
ZAF,1996,-0.013556508,-0.08337844,-0.0074314345,-0.0049303565,0.044988573,0.108804524,-0.022462206,-0.016519891,-0.0015383797,-0.003975796
ZMB,1996,-0.00070053956,-0.006204074,-0.0022937583,-0.0040867315,0.06012851,0.07867277,-0.051199313,-0.052719865,-0.005934836,-0.015662083
ZWE,1996,-0.00046663717,-0.0010997286,-0.003140648,-0.004729213,0.18239498,0.264768,-0.058445953,-0.11635753,-0.12034173,-0.14258157
AFG,1997,-9.136154e-07,-3.389308e-08,-0.00044972904,-0.00014046812,-3.1296375e-05,-4.952356e-05,0.60913634,0.6356548,-0.6086543,-0.6354648
ALB,1997,-0.0018579966,-0.020103985,-0.005917461,-0.006987128,-0.64074284,-0.76328546,0.65629244,0.8091586,-0.0077741398,-0.018782075
ARE,1997,-2.2517435e-05,-9.691138e-06,-0.004006115,-0.009422127,-7.904638e-05,-6.411994e-05,-0.15418297,-0.1935315,0.15829062,0.20302743
ARG,1997,-0.11978199,-0.23076062,-0.056924924,-0.04505482,0.20830268,0.28974092,-0.030532725,-0.009371856,-0.0010630835,-0.0045536947
ARM,1997,-0.0007036962,-0.00465863,-0.009593325,-0.023951864,0.27323025,0.28399998,-0.18421161,-0.13286397,-0.07872163,-0.12252547
AUS,1997,0.10923278,0.08595586,-0.104960226,-0.064872876,-0.00326663,-0.015515773,-0.0009366521,-0.0026582305,-6.9174675e-05,-0.0029089951
AZE,1997,-1.7249178e-05,-1.5437758e-05,-0.0029664182,-0.005770378,-0.022181202,-0.06399795,-0.42042005,-0.33683693,0.445585,0.40662068
BDI,1997,-7.231121e-05,-0.00013219086,-0.0101976665,-0.010030283,-0.0060434104,-0.012899016,-0.64453024,-0.552383,0.6608436,0.57544446
BEL,1997,0.03463441,0.05830729,-0.031317733,-0.039736323,-0.0024247423,-0.015683744,-0.000857564,-0.0016968079,-3.423814e-05,-0.0011903615
BEN,1997,-0.0036423432,-0.028906487,-0.011014114,-0.016626736,0.0898692,0.10308212,-0.07213927,-0.048761893,-0.0030735433,-0.008787
BFA,1997,-0.0012728388,-0.003568941,-0.014616882,-0.01836087,-0.78090864,-0.7322374,0.8349199,0.8298545,-0.038121544,-0.07568724
BGD,1997,-0.00040906377,-0.0033057367,-0.0008825122,-0.00051730126,0.04827416,0.054069757,-0.0376373,-0.038429007,-0.009345347,-0.011817701
BGR,1997,0.028462827,0.0539791,0.17393416,0.19254832,-0.1107629,-0.19407108,-0.0907627,-0.04495206,-0.00087133655,-0.0075042746
BHR,1997,-9.588938e-06,-7.7602937e-07,-0.0019336699,-0.0012804297,-9.432901e-05,-0.000118396274,-0.21293251,-0.25732222,0.21497011,0.25872195
BIH,1997,-0.00069532485,-0.0021283682,-0.008462849,-0.0044020745,-0.7095135,-0.78390306,0.76785797,0.85363,-0.04918622,-0.06319641
BLR,1997,-0.000116102994,-0.0003157201,-0.005837605,-0.044878494,-0.10754747,-0.22638781,0.8973736,0.85837525,-0.7838725,-0.5867932
BOL,1997,-0.006547324,-0.01748846,-0.0088718515,-0.0069199363,0.057531297,0.065974,-0.039395172,-0.030370804,-0.0027170065,-0.011194725
BRA,1997,-0.15645516,-0.20347926,-0.06755065,-0.043570623,0.25985056,0.26854187,-0.034668136,-0.015643846,-0.001176616,-0.0058481363
BTN,1997,-5.7913454e-05,-5.4263648e-05,-0.013662511,-0.025237493,-0.00047458176,-0.000459261,-0.2907086,-0.3029395,0.3049035,0.32869047
BWA,1997,-0.074399486,-0.1826977,0.5897789,0.7286907,-0.43850842,-0.32563725,-0.05564948,-0.10475053,-0.02122146,-0.11560521
CAF,1997,-9.759187e-05,-0.00028868343,-0.008393084,-0.0075079612,-0.10057559,-0.16078813,-0.6753659,-0.56743056,0.7844322,0.73601544
CAN,1997,0.10639435,0.10327953,-0.0903269,-0.066500135,-0.011862344,-0.030255284,-0.003985298,-0.003827801,-0.00021990453,-0.0026963064
CHE,1997,-0.00017948149,-3.263737e-05,0.00086152554,0.002865672,-3.8328985e-06,-5.618773e-07,-0.0005248938,-0.0027562352,-0.00015326719,-7.632756e-05
CHL,1997,0.4641871,0.58261913,-0.3215502,-0.30807972,-0.09842943,-0.18719432,-0.04325363,-0.06726376,-0.00095376896,-0.020081267
CIV,1997,-0.00069432025,-0.0039634113,-0.005947396,-0.007731785,0.20939624,0.27424163,-0.17436083,-0.18762225,-0.02839365,-0.074924216
CMR,1997,-8.889905e-05,-0.0002512425,-0.0012154848,-0.00093992316,0.15881068,0.1528005,-0.11173143,-0.07818527,-0.045774866,-0.07342401
COD,1997,-2.8338857e-06,-3.0369097e-07,-0.0011736338,-0.00040675473,-0.00019471915,-0.00050011266,0.45857722,0.5541271,-0.45720598,-0.5532199
COL,1997,-0.007865834,-0.0061333245,0.4885385,0.71466935,-0.24128626,-0.38107035,-0.2174234,-0.22344108,-0.021962957,-0.1040246
CRI,1997,0.18464589,0.44254792,-0.11351612,-0.1789618,-0.065545455,-0.24602686,-0.005352893,-0.0099575315,-0.00023139009,-0.007601832
CYP,1997,-0.053218078,-0.32988364,-0.09182404,-0.09166214,0.2792189,0.5073708,-0.121899284,-0.05471956,-0.012277583,-0.031105507
DEU,1997,0.016183138,0.039800882,-0.014877025,-0.025905445,-0.0009758634,-0.012506508,-0.00032143111,-0.0008385485,-8.758643e-06,-0.00055047136
DJI,1997,-2.3942228e-05,-8.28715e-06,-0.0021546127,-0.0013283436,-0.008069713,-0.022870053,-0.26422963,-0.29589492,0.2744779,0.32010156
DNK,1997,0.22227979,0.33945763,-0.22117426,-0.33197227,-0.00051360263,-0.0035225563,-0.00055097503,-0.0020754028,-4.095776e-05,-0.0018874513
ECU,1997,-0.00423804,-0.0025624312,0.41776472,0.72132814,-0.111472435,-0.22708118,-0.26215804,-0.30628988,-0.039896205,-0.1853947
EGY,1997,-6.456964e-05,-4.3904758e-05,-0.003915197,-0.0029034333,-0.06151221,-0.1292843,-0.18561618,-0.31300145,0.25110817,0.44523317
ESP,1997,0.028188884,0.06482959,-0.01994065,-0.02587345,-0.0069373613,-0.035176747,-0.001257613,-0.0024661229,-5.3202435e-05,-0.0013132482
ETH,1997,-0.00026311688,-0.00055417995,-0.0027653074,-0.0012411491,-0.23958187,-0.293752,-0.48404238,-0.4030821,0.7266527,0.6986295
FIN,1997,0.13591659,0.19199789,-0.12904789,-0.16737482,-0.004826221,-0.019412352,-0.0019433058,-0.0029758133,-9.920358e-05,-0.002234911
FJI,1997,-0.008456805,-0.077376574,-0.0060211876,-0.004099188,0.084551275,0.1689328,-0.06352017,-0.062535025,-0.0065531195,-0.024921993
FRA,1997,0.19584888,0.2477777,-0.15527189,-0.171544,-0.035356686,-0.06876354,-0.0048972354,-0.0040150313,-0.00032310182,-0.0034551544
GAB,1997,-0.00045457968,-0.0025327902,-0.0023774374,-0.0020274015,0.061703265,0.060840964,-0.067577116,-0.045707844,0.008705899,-0.010572972
GBR,1997,0.07568252,0.07008678,-0.059458002,-0.03749226,-0.011627071,-0.026113335,-0.0043796515,-0.004139233,-0.00021784382,-0.0023419128
GEO,1997,-0.00041816523,-0.0024074141,-0.0050033475,-0.007803086,0.3241415,0.23579937,-0.26534456,-0.1370942,-0.05337542,-0.08849463
GHA,1997,-0.0059430907,-0.035013705,-0.007792099,-0.009566263,0.064840436,0.08645207,-0.04824585,-0.034032326,-0.002859387,-0.007839663
GIN,1997,-9.187628e-05,-4.564014e-05,-0.0021653615,-0.0009862235,-0.24753268,-0.39682668,-0.31750387,-0.2929583,0.5672938,0.6908169
GMB,1997,-5.8763384e-05,-3.6204587e-05,-0.005964474,-0.009803214,-0.014508514,-0.055024743,0.7531846,0.68546236,-0.7326528,-0.6205982
GNB,1997,-0.0005019369,-0.0011256885,-0.003205495,-0.0015153588,0.1706096,0.18570584,-0.22613926,-0.20714898,0.059237108,0.024084203
GNQ,1997,-4.17897e-06,-1.0081584e-06,-0.0006363481,-0.0005860379,-0.004028304,-0.012245966,-0.18211421,-0.28094086,0.18678296,0.2937739
GRC,1997,0.012303591,0.093669474,-0.003276758,-0.003516588,-0.008217287,-0.087940566,-0.0007774877,-0.0015003365,-3.2108077e-05,-0.000711918
GTM,1997,-0.0014549647,-0.001949173,-0.039800696,-0.017921532,0.3247146,0.44464126,-0.25571114,-0.2993676,-0.027747713,-0.12540287
GUY,1997,-0.0049905353,-0.0161135,-0.0090197995,-0.010303571,0.09119022,0.17484444,-0.06829494,-0.098082535,-0.008884861,-0.050344795
HRV,1997,-0.0013955763,-0.013228952,-0.003595264,-0.005631211,0.1119979,0.10054654,-0.09065587,-0.04482576,-0.016351188,-0.036860585
HTI,1997,-0.0008396411,-0.0016322203,-0.013882708,-0.004428725,-0.6808576,-0.65136755,0.71664965,0.7378107,-0.021069763,-0.08038214
HUN,1997,-0.12155875,-0.14219593,0.15547907,0.19290817,-0.011605907,-0.014456738,-0.02083621,-0.027114147,-0.0014781515,-0.00914145
IDN,1997,-1.29468035e-05,-1.0568896e-05,-0.0007958469,-0.00076249364,-0.019340502,-0.04922316,-0.105949946,-0.24411134,0.12609935,0.2941075
IND,1997,-0.04170916,-0.2829825,-0.010598889,-0.005470943,0.096614,0.32101494,-0.041931584,-0.027191056,-0.0023743685,-0.005370435
IRL,1997,0.22399855,0.22357988,-0.20497234,-0.18207987,-0.014208296,-0.032871697,-0.004506732,-0.0048422543,-0.00031117673,-0.0037860358
IRN,1997,-5.800908e-05,-0.0001617736,-0.003899704,-0.0052111913,-0.027913801,-0.053480573,0.69170773,0.725144,-0.6598363,-0.6662905
IRQ,1997,-1.7769255e-06,-1.346877e-07,-0.00021615645,-0.00012770176,-0.000970983,-0.0035993953,-0.11434558,-0.16921474,0.115534425,0.17294192
ISL,1997,0.019816935,0.043544352,-0.016204748,-0.022553582,-0.0028640153,-0.018141178,-0.0007084489,-0.0014476611,-3.971543e-05,-0.001401906
ISR,1997,0.0139063,0.06612891,-0.0038039163,-0.0016046325,-0.009491363,-0.062296033,-0.00058491604,-0.0014477223,-2.6104368e-05,-0.0007805637
ITA,1997,-0.008298526,-0.013081521,0.01249826,0.022066176,-0.0006207865,-0.0007793069,-0.0029379555,-0.0063691465,-0.0006410396,-0.0018361203
JAM,1997,0.09980285,0.355848,-0.011867147,-0.009266221,-0.08332821,-0.33140466,-0.004389748,-0.009873955,-0.00021772004,-0.005303179
JOR,1997,-0.00083103194,-0.0016992546,-0.014803606,-0.007347945,-0.16826311,-0.17195049,-0.23134582,-0.3000087,0.4152435,0.48100638
JPN,1997,0.03295362,0.06566948,-0.02855819,-0.030196903,-0.0031674653,-0.02984262,-0.0011844934,-0.0028465276,-4.3475477e-05,-0.0027834638
KAZ,1997,-0.00011212439,-0.0003379648,-0.007742521,-0.023410173,-0.11602942,-0.19664425,-0.38486207,-0.2870291,0.50874615,0.5074215
KEN,1997,-0.00025707626,-0.00083443424,-0.0023770896,-0.0015098137,0.21186286,0.19109112,-0.17651363,-0.1271963,-0.032715056,-0.061550625
KGZ,1997,-0.00020367719,-0.000624826,-0.024154741,-0.04408923,0.90327585,0.8781647,-0.69091946,-0.5967104,-0.18799795,-0.23674029
KHM,1997,-0.00017864113,-0.0006109157,-0.0019948748,-0.000810548,0.34013277,0.5166493,-0.24545433,-0.3925527,-0.09250486,-0.12267513
KOR,1997,-0.4678409,-0.3922929,0.6720841,0.71916234,-0.17873192,-0.27046382,-0.024382198,-0.035380468,-0.0011290679,-0.021025123
LAO,1997,-3.4324753e-06,-2.6915345e-06,-0.00016445671,-0.00044861133,-0.0014643448,-0.003679634,-0.034425393,-0.08697024,0.03605765,0.09110117
LBN,1997,-0.0016919237,-0.007833206,-0.005187856,-0.0015980295,0.11009079,0.181562,-0.080852315,-0.1182574,-0.02235872,-0.053873356
LBR,1997,-9.124641e-05,-0.00014197445,-0.0072193975,-0.004542676,-0.063192345,-0.11655419,0.38888377,0.4890722,-0.3183808,-0.36783338
LKA,1997,-0.0008025566,-0.006909825,-0.0054364502,-0.01206351,0.07760316,0.17147756,-0.027752932,-0.08483968,-0.04361127,-0.06766448
LSO,1997,-0.0052038734,-0.037189867,-0.010081345,-0.007337156,0.17950183,0.29950923,-0.14790455,-0.19728763,-0.016311996,-0.057694547
LTU,1997,-0.036461726,-0.04787491,0.054867446,0.07963461,-0.007350335,-0.009927237,-0.009125856,-0.01377803,-0.0019295379,-0.008054436
LUX,1997,0.008685946,0.026471734,-0.007568039,-0.01629692,-0.0008625391,-0.008969634,-0.00024658508,-0.00073573814,-8.735783e-06,-0.0004694479
LVA,1997,0.041683048,-0.11494285,-0.024957001,0.036127873,0.044935882,0.10991132,-0.05847083,-0.021329544,-0.00319111,-0.009766819
