country_text_id,year,nscm_resid_full_0,nscm_resid_domestic_0,nscm_resid_full_1,nscm_resid_domestic_1,nscm_resid_full_2,nscm_resid_domestic_2,nscm_resid_full_3,nscm_resid_domestic_3,nscm_resid_full_4,nscm_resid_domestic_4
IRN,2007,-0.0001006099,-0.00018261663,-0.003557746,-0.0037566584,-0.052604727,-0.055607744,-0.17592406,-0.25545818,0.23218709,0.31500512
IRQ,2007,-0.0005770235,-0.0017660466,-0.003790134,-0.0010060923,0.09250194,0.20171595,-0.07356861,-0.14908075,-0.014566215,-0.04986304
ISL,2007,0.01753068,0.03819269,-0.01636127,-0.024924088,-0.00095362484,-0.011239509,-0.00020304107,-0.0009754526,-1.26351215e-05,-0.0010537637
ISR,2007,-0.2552607,-0.20910132,0.25614053,0.2558395,-0.00064213783,-0.043996844,-0.00022806064,-0.0017649309,-9.737733e-06,-0.00097642204
ITA,2007,-0.09921803,-0.14680232,0.1047464,0.16457945,-0.0025212578,-0.007227706,-0.0027595286,-0.007148427,-0.00024754484,-0.00340102
JAM,2007,0.049793243,0.21648157,-0.0096318135,-0.008036415,-0.03837199,-0.20024773,-0.0017310429,-0.005537582,-5.844111e-05,-0.0026598384
JOR,2007,-0.0023509231,-0.0042786417,-0.015597039,-0.0074448953,0.27369195,0.5285186,-0.12407988,-0.21449888,-0.13166413,-0.30229616
JPN,2007,0.035553455,0.055007756,-0.030650167,-0.031178342,-0.0043203547,-0.01926324,-0.0005213429,-0.002271012,-6.1678984e-05,-0.002295178
KAZ,2007,-9.8846314e-05,-0.00038081483,-0.0043227384,-0.016247123,-0.14218338,-0.2539808,-0.1430262,-0.20277219,0.2896312,0.47338092
KEN,2007,-0.0018268728,-0.016522193,-0.004104857,-0.0039191195,-0.08640462,-0.044788122,0.09668121,0.078269556,-0.0043447465,-0.0130401
KGZ,2007,-0.00033466556,-0.0010968933,-0.03572259,-0.04799171,-0.29622954,-0.2745585,0.5361725,0.5206772,-0.20388567,-0.19703011
KHM,2007,-0.00025512592,-0.0009570129,-0.0018773518,-0.0008803427,0.18736202,0.31675762,-0.09769585,-0.21790127,-0.08753369,-0.097018905
KOR,2007,0.13235056,0.24515063,-0.11099069,-0.1310763,-0.018353576,-0.09930689,-0.0028735737,-0.008565557,-0.00013277997,-0.006201872
LAO,2007,-4.5835627e-06,-3.7235138e-06,-0.00018519622,-0.0006290373,-0.0016491215,-0.0040276246,-0.024865983,-0.09743706,0.026704967,0.10209751
LBN,2007,-0.002655135,-0.013258968,-0.006730034,-0.002907022,-0.9440197,-0.8871683,0.96086496,0.9316665,-0.0074601616,-0.02833224
LBR,2007,-0.0022746555,-0.024935996,-0.0059063043,-0.0061404444,0.04989052,0.07600582,-0.039383236,-0.038348887,-0.0023262533,-0.006580489
LKA,2007,-0.00042422375,-0.0014793439,-0.005856622,-0.0063974424,0.18820965,0.23109734,-0.04029217,-0.091674335,-0.14163661,-0.1315462
LSO,2007,-0.02463179,-0.07739151,-0.0063262805,-0.0032104906,0.059166193,0.12607217,-0.024276951,-0.034694154,-0.0039311363,-0.010775944
LTU,2007,-0.55108744,-0.50252306,0.5707097,0.5613135,-0.01547735,-0.044396825,-0.0037988054,-0.007306452,-0.0003461333,-0.0070871753
LUX,2007,0.048627377,0.08164543,-0.04729265,-0.07331443,-0.000980547,-0.006417144,-0.00033579092,-0.0010784984,-1.8362109e-05,-0.0008352526
LVA,2007,-0.015162888,-0.029802391,0.026534438,0.058324933,-0.0030788798,-0.00459449,-0.006886666,-0.017043361,-0.0014060332,-0.0068847253
MAR,2007,-0.0009728199,-0.002176652,-0.0112863835,-0.010080735,0.15455204,0.33521682,-0.06367645,-0.16459997,-0.07861645,-0.15835945
MDA,2007,-0.0027597835,-0.01924897,-0.020174911,-0.037569903,0.10661703,0.20615143,-0.060243063,-0.09443216,-0.023439242,-0.054900426
MDV,2007,-0.0002293444,-0.0002821536,-0.012987763,-0.011051245,-0.36736184,-0.30277264,0.75057983,0.7965199,-0.37000087,-0.48241392
MEX,2007,-0.0065692244,-0.035748057,-0.0138590615,-0.013564105,0.053732693,0.084843814,-0.0318373,-0.025133042,-0.0014671051,-0.01039865
MKD,2007,-0.008795178,-0.023931485,-0.48384818,-0.48129275,0.64410496,0.7098466,-0.124718495,-0.13555413,-0.026743181,-0.06906832
MLI,2007,-0.0010268124,-0.007568312,-0.0025606335,-0.002162466,0.031461656,0.039282024,-0.026094286,-0.026283292,-0.0017800076,-0.003267974
MMR,2007,-1.8750554e-06,-5.157855e-08,-0.00088941935,-0.00021264148,-7.741401e-05,-0.00014856337,-0.24958432,-0.310522,0.25055295,0.31088328
MNG,2007,0.692441,0.6166868,-0.023546182,-0.0020794934,-0.64172715,-0.58903825,-0.025578726,-0.021236105,-0.0015890327,-0.0043330807
MOZ,2007,-0.0013134156,-0.005215322,-0.012537162,-0.017647918,0.14115316,0.31135142,-0.09774207,-0.21200761,-0.029560607,-0.07648058
MUS,2007,0.17831248,0.38820428,-0.008481269,-0.004082265,-0.16661115,-0.37599695,-0.002820294,-0.0056049377,-0.0003998092,-0.0025201733
MWI,2007,-0.0012107941,-0.0076803435,-0.0041860375,-0.004300828,0.053763986,0.10026717,-0.038457613,-0.06640095,-0.009909555,-0.021884982
MYS,2007,-0.0028847523,-0.020025596,-0.0036764687,-0.0027893214,0.06709832,0.16564608,-0.02592727,-0.066497914,-0.03460992,-0.07633321
NAM,2007,-0.028083412,-0.117666684,-0.0146950735,-0.019538911,0.06652659,0.18713391,-0.019894699,-0.03369158,-0.0038535146,-0.016236756
NER,2007,-0.005591606,-0.0235269,-0.040835768,-0.06303866,0.16393882,0.36621624,-0.106148444,-0.23224875,-0.011363061,-0.04740202
NGA,2007,-0.0006161747,-0.0060559814,-0.0024136698,-0.0021491677,0.033274114,0.04138702,-0.027199896,-0.02777289,-0.0030443424,-0.005408943
NIC,2007,-0.00082338916,-0.0012942438,-0.031040624,-0.040413413,-0.7872717,-0.6394974,0.8382351,0.7844478,-0.019099383,-0.1032427
NLD,2007,0.09613645,0.13295048,-0.09458538,-0.12063845,-0.0010421196,-0.008028925,-0.00047605403,-0.0022473475,-3.2897555e-05,-0.002035705
NOR,2007,0.005684197,0.0170542,-0.0055194385,-0.01268681,-0.00012379579,-0.0037594882,-3.982893e-05,-0.00033699302,-1.2061766e-06,-0.00027083393
NPL,2007,-0.0041383305,-0.017846601,-0.07562376,-0.021546418,-0.42164925,-0.23473366,0.5886515,0.42666757,-0.087240145,-0.15254097
NZL,2007,-0.18836671,-0.31100014,0.19254017,0.3355087,-0.0020002087,-0.00576702,-0.0018175559,-0.008878664,-0.00035570274,-0.009862939
PAK,2007,-0.00025168582,-0.0012464118,-0.0034738367,-0.0017752086,-0.7398669,-0.64964736,0.78251356,0.71854126,-0.038921192,-0.065872274
PHL,2007,-0.001112498,-0.006940367,-0.039384536,-0.045242798,0.13154775,0.19701141,-0.073002554,-0.10156656,-0.018048147,-0.043261606
PNG,2007,-0.0011739248,-0.019236365,-0.003564216,-0.0012456867,0.049632013,0.08519232,-0.04057773,-0.057076868,-0.00431604,-0.0076333866
POL,2007,0.06274831,0.15554285,-0.047475077,-0.056737833,-0.013484937,-0.09224959,-0.0017291084,-0.00450405,-5.919782e-05,-0.0020514114
PRK,2007,-8.5576494e-07,-1.9144372e-07,-7.981218e-05,-0.00019218304,-0.00033667893,-0.0005814053,-0.059343513,-0.07206722,0.05976093,0.07284099
PRT,2007,-0.8861492,-0.8155819,0.9085606,0.9157324,-0.020119967,-0.09275377,-0.00216688,-0.0046438007,-0.00012459775,-0.002752888
PRY,2007,-0.0022225059,-0.011514209,-0.010877017,-0.009024565,0.07482368,0.1015206,-0.05994808,-0.068012446,-0.0017760296,-0.012969329
ROU,2007,-0.10699908,-0.16899994,0.4948088,0.59813637,-0.2691793,-0.26029474,-0.11459381,-0.14247827,-0.004036614,-0.026363466
RUS,2007,-0.00046218242,-0.0017665692,-0.01850541,-0.049352136,0.2947755,0.41055208,-0.12850776,-0.19570853,-0.14730003,-0.16372482
RWA,2007,-0.00014325537,-0.00020673382,-0.0022040023,-0.010184557,-0.12320394,-0.17334984,-0.0722998,-0.24115744,0.197851,0.42489868
SDN,2007,-7.110235e-06,-8.1772214e-07,-0.0011695182,-0.00042369598,-0.0018533313,-0.0067297327,-0.24543934,-0.36505482,0.24846923,0.37220907
SEN,2007,-0.00867245,-0.049004138,-0.017089963,-0.03508528,0.051243424,0.1361388,-0.020607315,-0.034810767,-0.0048737326,-0.017238662
SLE,2007,-0.0011415302,-0.0071240696,-0.0029375225,-0.0027630648,0.03422159,0.05668366,-0.024527874,-0.034731477,-0.0056146467,-0.012065134
SOM,2007,-8.246483e-06,-1.1667777e-06,-0.0024435865,-0.0002915661,-0.00043042676,-0.00053731236,-0.43357688,-0.6467734,0.43645912,0.6476035
SRB,2007,-0.04213384,-0.10982481,0.88417494,0.8946969,-0.7878042,-0.72718644,-0.0505671,-0.04524944,-0.0036699506,-0.01243617
SWE,2007,0.028432846,0.0694353,-0.02808556,-0.06273454,-0.00023443541,-0.0048649064,-0.00010849994,-0.0010376656,-4.3768487e-06,-0.00079816615
SWZ,2007,-1.3707744e-05,-6.3443495e-06,-0.0009693808,-0.001391859,-0.002117902,-0.009120473,-0.09544212,-0.20806111,0.09854323,0.21857983
SYC,2007,-0.011122116,-0.058317903,-0.011493203,-0.030713469,0.06666124,0.24922663,-0.017797282,-0.056332156,-0.026248591,-0.10386306
SYR,2007,-4.6598834e-06,-4.342615e-07,-0.00052579935,-0.00075059145,-0.002902726,-0.006999868,0.9110848,0.8161207,-0.90765166,-0.8083698
TCD,2007,-5.1383155e-05,-1.5532909e-05,-0.0025832246,-0.0010190575,-0.15105973,-0.26658157,-0.25232977,-0.37277526,0.4060241,0.64039147
TGO,2007,-0.0007043346,-0.0026680278,-0.003244481,-0.005375887,0.046574116,0.14522415,-0.027014144,-0.09735899,-0.015611243,-0.03982128
THA,2007,-0.0003484965,-0.00096360926,-0.04223483,-0.02746507,-0.058024578,-0.07825785,0.7201009,0.65216786,-0.61949295,-0.5454813
TJK,2007,-7.118927e-06,-3.8428275e-06,-0.0018160642,-0.00290519,-0.011119576,-0.042098176,-0.2605913,-0.3365859,0.273534,0.38159305
TKM,2007,-9.1667147e-07,-8.5618304e-08,-0.00034621538,-0.00062236004,-0.00037562533,-0.001060525,0.8414388,0.8628233,-0.840716,-0.8611403
TTO,2007,0.034746468,0.12046939,-0.011135783,-0.010731972,-0.022186214,-0.100690655,-0.001373262,-0.0059931944,-5.118626e-05,-0.003053595
TUN,2007,-7.265221e-05,-6.834001e-05,-0.0019300645,-0.0080704,-0.08181586,-0.14481093,-0.06378979,-0.18483454,0.1476084,0.3377843
TUR,2007,-0.020935552,-0.097039804,-0.016770786,-0.008132203,-0.9108697,-0.8406786,0.95551074,0.9645637,-0.0069346544,-0.018713128
TWN,2007,0.60028553,0.5365701,-0.32810572,-0.31047404,-0.25027132,-0.18844064,-0.02105597,-0.024204608,-0.00085252407,-0.013450885
TZA,2007,-0.004366634,-0.023054896,-0.0067369216,-0.012584772,0.042629063,0.11672163,-0.02303671,-0.05461407,-0.008488777,-0.026467988
UGA,2007,-0.00071435847,-0.0010566813,-0.013681743,-0.02032102,0.22117347,0.31867713,-0.089715354,-0.15368126,-0.11706206,-0.14361815
UKR,2007,-0.005078148,-0.023071159,-0.39731944,-0.4300411,0.622777,0.68363655,-0.19999477,-0.18094318,-0.020384643,-0.049581066
URY,2007,-0.0031513744,-0.0006487047,0.004657626,0.0074021816,-0.00011683768,-6.7604575e-05,-0.00122282,-0.006075883,-0.00016662011,-0.0006099855
USA,2007,0.20576686,0.32645774,-0.19767784,-0.289088,-0.0064085703,-0.029661389,-0.0016294911,-0.004991609,-5.0887225e-05,-0.002716734
UZB,2007,-2.979778e-06,-1.5696725e-06,-0.00052030786,-0.0017398294,-0.002896832,-0.0090170875,-0.11395692,-0.16565375,0.11737692,0.17641222
VEN,2007,-0.001239977,-0.0003025441,-0.12633654,-0.11248094,-0.5134933,-0.39303413,0.7634053,0.7903154,-0.12233551,-0.2844977
VNM,2007,-0.00048226412,-0.003018972,-0.0029801035,-0.0088600945,-0.20287476,-0.18429002,-0.042129796,-0.15087849,0.24846697,0.34704757
YEM,2007,-6.160316e-05,-4.9658716e-05,-0.0039339378,-0.0010542766,-0.1201822,-0.124723755,-0.35612112,-0.539868,0.48029882,0.66569555
ZAF,2007,-0.09192516,-0.24725127,-0.014819128,-0.0063881497,0.12677497,0.26711053,-0.01887408,-0.010903643,-0.0011565816,-0.0025674656
ZMB,2007,-0.0036147828,-0.02381939,-0.007716811,-0.012612709,0.049555242,0.11921179,-0.031984765,-0.06319488,-0.0062390426,-0.019584874
ZWE,2007,-0.00022184644,-0.00020974127,-0.0021014507,-0.0026979407,0.20829946,0.21984226,-0.06728743,-0.12494526,-0.1386888,-0.091989316
AFG,2008,-0.00013836799,-0.00017303695,-0.005677433,-0.0014842093,-0.04604411,0.08338493,-0.32886642,-0.44129008,0.38072637,0.35956234
ALB,2008,-0.011830932,-0.0516187,-0.023335714,-0.014539034,0.11709064,0.13668126,-0.07874403,-0.06177221,-0.0031800158,-0.008751346
ARE,2008,-4.6582038e-05,-1.8944183e-05,-0.0065768873,-0.009969898,-0.0002778469,-0.00020018026,-0.12965655,-0.15423144,0.13655794,0.16442055
ARG,2008,-0.09139882,-0.19553964,-0.10347818,-0.11591555,0.23213762,0.34346402,-0.03619512,-0.021564305,-0.0010655815,-0.0104444595
ARM,2008,-0.0003313723,-0.0018991474,-0.005140295,-0.009430714,0.0409441,0.06275803,-0.0022087693,-0.0013668053,-0.03326362,-0.050061345
AUS,2008,0.07381868,0.084067225,-0.072142854,-0.0711626,-0.0013669558,-0.00909465,-0.00028431317,-0.0017522549,-2.4636589e-05,-0.002057771
AZE,2008,-1.1984896e-05,-5.9187832e-06,-0.0021976354,-0.003651517,-0.018796774,-0.052240234,-0.24597989,-0.28885257,0.2669862,0.3447503
BDI,2008,-0.0003628428,-0.00048699367,-0.003784711,-0.004489542,0.09198266,0.20224476,-0.08619105,-0.18633041,-0.0016440153,-0.01093778
BEL,2008,0.023812056,0.040851474,-0.022389367,-0.027297342,-0.0011484688,-0.011748113,-0.00026444718,-0.0010717671,-9.79809e-06,-0.00073432917
BEN,2008,-0.0065744477,-0.035869487,-0.0090636145,-0.011962838,0.041534662,0.0839445,-0.024187172,-0.031119473,-0.001709481,-0.004992684
BFA,2008,-0.0025200145,-0.010945585,-0.009793577,-0.013460011,0.053089917,0.11013961,-0.033310004,-0.06494649,-0.007466312,-0.020787496
BGD,2008,-0.00039614958,-0.0017989934,-0.009070978,-0.0024023894,-0.5559481,-0.40370196,0.7407057,0.5937108,-0.17529042,-0.18580747
BGR,2008,0.13025641,0.2676106,-0.061930407,-0.045362946,-0.05691311,-0.1940547,-0.011155831,-0.022193259,-0.00025697515,-0.005999731
BHR,2008,-0.000100902645,-9.7318676e-05,-0.0071366723,-0.004634303,-0.01817396,-0.03576609,-0.19087732,-0.25662076,0.21628886,0.29711848
BIH,2008,-0.0031803518,-0.026063811,-0.01876166,-0.011152001,0.10504258,0.11649215,-0.07693182,-0.061688025,-0.0061686677,-0.017588304
BLR,2008,-8.2684666e-05,-0.00014873884,-0.0064115,-0.04216021,-0.043696254,-0.06151124,-0.10007875,-0.1742647,0.15026915,0.27808487
BOL,2008,-0.00820221,-0.0034872529,0.290361,0.39459682,-0.18876137,-0.19429404,-0.0851946,-0.13975257,-0.008202867,-0.057063017
BRA,2008,-0.35277316,-0.32205656,-0.14518942,-0.10456468,0.52135783,0.4464742,-0.022908127,-0.014346942,-0.0004871639,-0.0055059986
BTN,2008,-0.08039133,-0.28932667,-0.058441333,-0.042469546,-0.79740244,-0.45255533,0.97125787,0.89515024,-0.035022814,-0.11079869
BWA,2008,-0.12914644,-0.34879985,-0.08539027,-0.09186286,0.25848562,0.5438026,-0.03138014,-0.04989867,-0.0125687495,-0.053241286
CAF,2008,-0.00016522125,-0.00012262611,-0.015156228,-0.004935102,-0.12391772,-0.17888494,-0.4607672,-0.50674343,0.60000634,0.69068605
CAN,2008,0.089578986,0.07848477,-0.08321396,-0.054396108,-0.0049168863,-0.019005481,-0.0013736256,-0.003005597,-7.4582196e-05,-0.002077632
CHE,2008,-6.478513e-05,-8.664093e-06,0.00038576126,0.0023403168,-9.92378e-07,-1.258343e-07,-0.0002607499,-0.002293884,-5.925659e-05,-3.7594353e-05
CHL,2008,0.20082313,0.37891263,-0.14336725,-0.2180764,-0.048539493,-0.13412805,-0.008782676,-0.019876955,-0.00013368305,-0.0068313056
CIV,2008,-0.00074237824,-0.0037939334,-0.004823854,-0.0060381484,0.059319854,0.11575645,-0.046359293,-0.079764925,-0.007394285,-0.026159415
CMR,2008,-0.0002436346,-0.0005562324,-0.0011236022,-0.0010548815,-0.91600716,-0.8509875,-0.046373524,-0.08868931,0.963748,0.941288
COD,2008,-0.00018735048,-0.00021661677,-0.004944999,-0.0022245534,0.18301368,0.2584532,-0.36285916,-0.45549423,0.18497786,0.19948211
COL,2008,-0.009709812,-0.017449839,-0.2501238,-0.22087504,0.39228457,0.4020952,-0.12754947,-0.116289005,-0.0049015447,-0.047481325
CRI,2008,0.47822064,0.82381815,-0.4453881,-0.75740606,-0.027111033,-0.049124334,-0.0055376543,-0.011238983,-0.00018389354,-0.0060487976
CYP,2008,0.4163884,0.30679625,-0.23341124,-0.0955457,-0.16291112,-0.18977836,-0.018973555,-0.01357095,-0.0010924354,-0.007901169
DEU,2008,0.01980704,0.03999269,-0.019101588,-0.029280892,-0.00055202283,-0.009451719,-0.0001495509,-0.00076131494,-3.9187216e-06,-0.0004987838
DJI,2008,-7.933124e-05,-7.012525e-05,-0.0028162447,-0.002606953,-0.06946934,-0.113251805,-0.14226873,-0.24813476,0.21463358,0.36406368
DNK,2008,0.14011675,0.20625275,-0.13951606,-0.19996767,-0.00033488453,-0.0033391549,-0.00025211484,-0.0015199914,-1.36165845e-05,-0.0014258301
ECU,2008,-0.0068478296,-0.004434123,-0.38436106,-0.351487,-0.4832829,-0.44563797,0.8840029,0.87196755,-0.009511069,-0.07040839
EGY,2008,-0.00011319373,-5.430832e-05,-0.011406211,-0.00658423,-0.03238928,-0.039835595,-0.26564854,-0.39121574,0.30955726,0.43768978
ESP,2008,0.02055204,0.050164163,-0.017821325,-0.021318408,-0.0024190142,-0.02669384,-0.00029833496,-0.0012122784,-1.3272798e-05,-0.00093964965
ETH,2008,-0.00057958835,-0.0007856758,-0.002177989,-0.000992931,0.36485267,0.5157049,-0.11644064,-0.2748524,-0.24565443,-0.23907384
FIN,2008,0.037796497,0.076028585,-0.03672116,-0.06433875,-0.00081549044,-0.009476311,-0.00025126158,-0.0013505088,-8.572171e-06,-0.00086293695
FJI,2008,-0.00028047443,-0.0003842054,-0.018815981,-0.010314106,-0.0076569575,-0.009280575,-0.32115343,-0.34485382,0.34790677,0.36483276
FRA,2008,0.1614654,0.24007887,-0.13412938,-0.16596569,-0.025518585,-0.06781636,-0.0016853571,-0.003439316,-0.00013209022,-0.0028576385
GAB,2008,-0.00082155474,-0.005825708,-0.0020797965,-0.0032060018,0.04469973,0.086679995,-0.03125049,-0.04949458,-0.0105478,-0.028153649
GBR,2008,0.037871897,0.045805216,-0.034939483,-0.028496215,-0.0022633607,-0.014191589,-0.00064441713,-0.002034826,-2.4673223e-05,-0.0010825911
GEO,2008,-0.002544748,-0.005664429,-0.09039289,-0.061017454,-0.09706482,-0.09696844,0.2615515,0.2845193,-0.071549065,-0.120868996
GHA,2008,-0.020353066,-0.07116078,-0.011081225,-0.009389948,0.05123186,0.101863265,-0.01843958,-0.017729947,-0.0013579879,-0.0035825286
GIN,2008,-3.2753567e-05,-1.1192056e-05,-0.0036964866,-0.001325115,-0.017588653,-0.053856276,0.69186985,0.5140617,-0.67055196,-0.45886907
GMB,2008,-6.955937e-05,-4.8819682e-05,-0.004777592,-0.009280583,-0.02589178,-0.07639953,-0.14653139,-0.3104413,0.1772703,0.3961702
GNB,2008,-0.0004743671,-0.001404634,-0.00220315,-0.0010065357,-0.71152055,-0.66580343,0.7401332,0.7070701,-0.025935072,-0.038855556
GNQ,2008,-8.086914e-06,-2.7979968e-06,-0.00045356687,-0.00067183346,-0.005366792,-0.02288695,-0.08881362,-0.18606058,0.09464198,0.2096222
GRC,2008,0.0068821907,0.06730974,-0.0034326662,-0.0032876662,-0.00319298,-0.06242731,-0.00024771824,-0.0011012475,-8.732589e-06,-0.0004935126
GTM,2008,-0.0010929641,-0.005625711,-0.013213752,-0.009924962,0.07995635,0.112550616,-0.062571056,-0.07061113,-0.0030785888,-0.026388932
GUY,2008,-0.011831786,-0.036026895,-0.011763422,-0.010777176,0.061662734,0.11811072,-0.035660326,-0.05074759,-0.002407112,-0.020559078
HRV,2008,0.68044454,0.58722365,-0.08201199,-0.029789392,-0.56252307,-0.5284832,-0.033565268,-0.020705426,-0.0023441948,-0.0082456395
HTI,2008,-0.0006476679,-0.003636846,-0.007882667,-0.0030702956,0.1323747,0.25807613,-0.11830545,-0.21017034,-0.0055388943,-0.04119869
HUN,2008,-0.03060463,-0.05520851,0.04377055,0.08808535,-0.0055680913,-0.010222294,-0.0067578545,-0.015084572,-0.00083991885,-0.007570037
IDN,2008,-0.0030690127,-0.03194338,-0.0070044296,-0.0047241505,0.027280152,0.060543895,-0.0145789925,-0.018054334,-0.002627668,-0.005822027
IND,2008,-0.061014537,-0.21961722,-0.021721931,-0.005861371,0.11058062,0.2619806,-0.02524403,-0.030152796,-0.0026000848,-0.0063491836
IRL,2008,0.09814143,0.11981797,-0.09198907,-0.093567505,-0.0050163465,-0.02125386,-0.0010715392,-0.0028279931,-6.4500324e-05,-0.0021685003
IRN,2008,-8.633032e-05,-0.00015553318,-0.0034435294,-0.0030860547,-0.05233482,-0.06089523,-0.19598722,-0.23773392,0.25185192,0.3018707
IRQ,2008,-0.0005554909,-0.0018173092,-0.0038221334,-0.0010312188,0.10236728,0.20282048,-0.08207489,-0.14967765,-0.015914762,-0.050294302
ISL,2008,-0.741136,-0.72320193,0.7419344,0.7361035,-0.00061647984,-0.011406787,-0.00017372413,-0.00074952183,-8.233336e-06,-0.00074526056
ISR,2008,0.008193672,0.056447327,-0.0046026143,-0.0043273913,-0.003317499,-0.04936579,-0.00026224394,-0.0017626518,-1.1352965e-05,-0.0009915546
ITA,2008,-0.1031728,-0.15039593,0.11013538,0.17006975,-0.00349976,-0.008769779,-0.003209427,-0.007422306,-0.00025334043,-0.0034817772
JAM,2008,0.058253467,0.22013193,-0.0118585825,-0.009063775,-0.0441722,-0.20180935,-0.0021534231,-0.0062336847,-6.935506e-05,-0.0030251276
JOR,2008,-0.0024460906,-0.004882759,-0.016407752,-0.007927801,0.29037356,0.53331757,-0.13517992,-0.21743496,-0.13633975,-0.30307204
JPN,2008,0.034995675,0.05675751,-0.03077117,-0.032846633,-0.0037139696,-0.019244095,-0.00046163035,-0.0023533173,-4.8930466e-05,-0.002313501
KAZ,2008,-0.0001287028,-0.0004004146,-0.005409403,-0.017402694,-0.17458118,-0.23774609,-0.15404102,-0.22431839,0.33416027,0.47986752
KEN,2008,-0.0023164088,-0.019993482,0.0014548935,0.0021749388,-0.93485737,-0.8969912,0.93984294,0.9262296,-0.0041240077,-0.011419838
KGZ,2008,-0.00033519586,-0.0010926359,-0.02740654,-0.035058033,-0.09403592,-0.022673368,0.30827427,0.26534092,-0.18649666,-0.20651698
KHM,2008,-0.00024907148,-0.00092608616,-0.0019603139,-0.00094490376,0.1712907,0.33248258,-0.0870841,-0.22694089,-0.081997216,-0.103670694
KOR,2008,-0.6441655,-0.6030635,0.7141016,0.7681578,-0.060077194,-0.13686632,-0.009285841,-0.015492656,-0.0005729771,-0.012735334
LAO,2008,-5.1407173e-06,-4.514211e-06,-0.00021096357,-0.00067769724,-0.0020730959,-0.004469773,-0.02569069,-0.09989618,0.02797985,0.10504812
LBN,2008,-0.004780479,-0.022716621,-0.006859037,-0.002882718,-0.9438082,-0.8830178,0.9614425,0.9329523,-0.005994697,-0.024335226
LBR,2008,-0.0023659705,-0.025974158,-0.005700205,-0.005751433,0.046166837,0.07310754,-0.035791595,-0.03500861,-0.0023091123,-0.0063733007
LKA,2008,-0.00044730445,-0.0014345924,-0.0065078754,-0.006495257,0.1601454,0.24233794,-0.040044524,-0.09871915,-0.11314572,-0.13568889
LSO,2008,-0.026510831,-0.080989435,-0.0066032354,-0.0033296756,0.060780644,0.13170749,-0.023732752,-0.03636456,-0.0039337715,-0.011023777
LTU,2008,-0.27560836,-0.26739788,0.29934305,0.32316217,-0.018687528,-0.041173417,-0.004648647,-0.0077457484,-0.00039855283,-0.0068451785
LUX,2008,0.04621762,0.073221266,-0.044730805,-0.0654042,-0.0011279493,-0.006181634,-0.00034178662,-0.00090288755,-1.708534e-05,-0.0007326206
LVA,2008,-0.003888591,-0.005037799,0.00964874,0.01965195,-0.0006956235,-0.00071595993,-0.004103019,-0.011184341,-0.00096154003,-0.0027138244
MAR,2008,-0.0009348023,-0.002246625,-0.010915843,-0.009274353,0.14748722,0.32467633,-0.06782835,-0.16853718,-0.06780817,-0.1446181
MDA,2008,-0.002057597,-0.015122859,-0.021392789,-0.034855813,0.12239605,0.21126425,-0.072332546,-0.09563408,-0.026613167,-0.06565153
MDV,2008,-0.0007042807,-0.0030325267,-0.00970456,-0.012196162,-0.92448777,-0.8258839,0.95184875,0.9263606,-0.016952028,-0.08524802
MEX,2008,-0.0064343456,-0.038524557,-0.013833706,-0.013686746,0.05303687,0.08509278,-0.031474397,-0.022940833,-0.0012944457,-0.009940645
MKD,2008,-0.008541971,-0.022309093,-0.4488482,-0.4674694,0.6114416,0.7030715,-0.12835379,-0.14174576,-0.025697626,-0.071547166
MLI,2008,-0.0009379868,-0.006656247,-0.0024586422,-0.0018636043,0.031015217,0.038498163,-0.025599655,-0.026349517,-0.0020190077,-0.0036287645
MMR,2008,-1.9168017e-06,-3.7344844e-08,-0.0010994452,-0.00027853384,-7.00336e-05,-0.00011154243,0.7309971,0.68743706,-0.72982574,-0.68704695
MNG,2008,-0.25562072,-0.31042084,0.9625719,0.98787487,-0.6769946,-0.6518333,-0.02857451,-0.021801108,-0.0013821168,-0.0038196442
MOZ,2008,-0.0013474236,-0.005092019,-0.012649011,-0.017930487,0.1400857,0.32241786,-0.09558457,-0.2202966,-0.030504715,-0.07909877
MUS,2008,0.14543122,0.37023127,-0.007546762,-0.004238657,-0.13516928,-0.35723716,-0.002386117,-0.006223204,-0.00032900018,-0.0025322624
MWI,2008,-0.0012819503,-0.007991929,-0.004313974,-0.004454637,0.052472234,0.09958506,-0.03703675,-0.06534366,-0.009839515,-0.021794932
MYS,2008,-0.0043754852,-0.026706679,-0.0052344585,-0.0040656053,0.07056612,0.2193963,-0.028221086,-0.096843936,-0.032735147,-0.09178012
NAM,2008,-0.030469874,-0.11576532,-0.015438591,-0.019785156,0.06974286,0.18628109,-0.019631965,-0.034040052,-0.0042024064,-0.016690599
NER,2008,-0.0056074467,-0.023647303,-0.034683224,-0.055767227,0.1431182,0.33890766,-0.09221264,-0.21423382,-0.0106147975,-0.045259263
NGA,2008,-0.0005627761,-0.0057488033,-0.0024167656,-0.0020459343,0.03316617,0.042000055,-0.026920341,-0.028440012,-0.0032663527,-0.005765261
NIC,2008,-0.0008255071,-0.0012083488,-0.033936564,-0.04411388,0.22413439,0.4295367,-0.1701969,-0.2713313,-0.019175436,-0.11288317
NLD,2008,0.09236109,0.13450873,-0.09090701,-0.12302051,-0.0009790444,-0.0073499815,-0.00044834052,-0.0022282517,-2.6733198e-05,-0.0019100041
