indicator,factor_1,factor_2,factor_3,factor_4
v2xeg_eqaccess,0.6807275089375198,0.4787232163179557,0.1518128862340083,0.0028072014677445675
v2xeg_eqdr,0.39232938201106293,0.7783689180010684,0.18056856561766754,-0.004046088210573229
v2elcomvot,0.024188183398670668,0.061766228944924007,0.042085843583552426,0.15960872964109918
v2elsuffrage,0.1828300199933927,-0.013423535099416434,0.42387245470852963,0.022463072598684172
v2asuffrage,0.31680985066825224,0.15901511687948097,0.6857272766168043,-0.05104592161585353
v2fsuffrage,0.3197478435872413,0.1586625649442907,0.6885197175755631,-0.04877354864434302
v2msuffrage,0.31407390300748195,0.15936515548023378,0.6822775864435662,-0.05119213026571792
v2eldonate,0.6300905019117579,0.21026220493251938,0.15978823846123547,0.0017136644350690539
v2elpubfin,0.3872935023415509,0.4047695980251064,0.24108975500532942,0.04472935930900778
v2elembaut,0.894006984127354,0.24745248171821146,-0.016999519866324836,0.002070732013663753
v2elembcap,0.5730465543876584,0.5814762800869685,0.22637457518646031,0.03498607511481022
v2elmulpar,0.8555983935435807,0.024429710117066905,0.06001912819906194,0.006542061129113602
v2elrgstry,0.6644985439549208,0.44176820078729606,0.0882466638141991,0.024711642036797273
v2elvotbuy,0.25332647155250426,0.754136698869429,-0.17285934874294795,0.025645351972286748
v2elirreg,0.5456287405599298,0.6227961932355432,-0.18577402868915377,-0.014442353689964712
v2elintim,0.7799155444963258,0.3396380462228904,-0.1730757492423986,0.018979938621261183
v2elpeace,0.24440343360818279,0.6659508528655709,0.02440247191490244,0.07548971786628172
v2elboycot,0.49937762788796797,0.42684997767886546,0.03813975712164111,-0.011560335108080605
v2elfrcamp,0.6667694531340422,0.11561765114779529,0.1214117048289951,-0.011926307736002277
v2elpdcamp,0.6694711769375609,-0.01665937419385749,0.05241996179922328,0.0041297683725944855
v2elpaidig,0.6240257211117388,-0.07229882459501177,0.062485028137469825,-0.01801698637864193
v2elfrfair,0.8410488464734346,0.28835456124565095,-0.09194440256024003,0.01756451207112128
v2elrstrct,0.06982340586326957,0.14156023590161998,-0.10738641552032102,0.06666035810294514
